用户名,评论时间,评论内容,评分,赞同数
跳出框的鱼,2023-01-06 11:50:52,看完还蛮惊喜的。没有卖弄很多的jump scare故意吓人，而是用中式民俗的纸人棺椁做法等元素，为故事讲述营造了不错的氛围感。而且剧本真的好工整，比起一些粗制滥造经常把人物写丢的本子，这部纸人整体观感非常流畅，几番视角相互照应，各种情感元素互相支撑，最后落在抨击封建礼教和愚昧迷信上，是值得一看的,40,216
蚊子大人,2023-01-07 22:36:49,好久没看到这么差的电影了，两星给偶尔还不错的氛围吧，各种俗套的吓人情节，纸人立来立去，商场模特糊上一层纸搬来演了一半…剧情也好差，完全可以猜到接下来的内容…被影评骗了,20,44
猫阿水,2023-01-07 21:02:53,虽然网大都只能有一个光明的结局，但这部戏的气氛用料很足了。纸人果然让人过目难忘……以及，陈紫函怎么变成这个样子了！痛心啊！电影以外的感慨：前两天刚听到一个故事，说请大仙儿帮忙给老人治病，但治不好。大仙儿下不来台，就说你家小孙女怎么怎么有问题，压着老人好不了，得给她破相。于是，亲爹亲自上嘴把小孩下巴啃掉！女孩儿家真的太难了！我不相信那个大仙儿敢说这家孙子有问题，得给孙子破相才能给老人治好。他敢这么提，这家人肯定觉得他是骗子，要害他们家断子绝孙呢！但如果是说孙女有问题，就非常合理，一点儿都没觉得吃亏。,30,228
大摔,2023-01-06 17:11:22,对国产恐怖抱有期待zhe比电影本身更恐怖,20,32
木木 木木,2023-01-12 16:13:07,最后还是全员守护男宝呗,30,198
驹光过隙,2023-01-06 20:56:17,虽然还算是装神弄鬼，但悬疑故事做的还是不错的，前两段故事偏悬疑和诡异一些，后两个故事偏悬疑和亲情一些，虽然很多情节都能猜出来，但也很不错了,30,186
俊哲最滈滈贵,2023-01-08 00:00:43,气氛还可以，国产恐怖片里面算不错的了，恐怖和悬疑比例得当，逻辑还可以，我觉得是应该三星半，单独的半颗星给纸人，扎的真是惟妙惟肖啊，手工真好。,30,114
北风其凉,2023-01-08 22:13:22,放网大里海报算顶流，多视角叙事执行力稳定，纸人道具做得很好看，最重要的一点就是不像大部分网大滥用劣质特效，滤镜造型表演也不至于像大部分国产剧一样令人如坐针毡，也毕竟是网大嘛手法还是比较模板和粗糙，第四个故事没处理好，起码找个身高够的小孩。另外恐怖指数低于《咒》《招魂》之类的可以放心下饭。,30,62
谢谢你们的鱼,2023-01-11 11:23:06,电视剧叙事+恐怖游戏片段还原，制作提升也无法掩盖网大创作本身的问题，看了导演的文章说看到剧本贼激动，那你也真是没有见过好剧本了。,20,6
momo,2023-01-12 23:35:01,女主男主不是情侣很好，虽然没鬼但是氛围蛮很好，而且整个故事还算清晰完整，重男轻女老头被自己的香火杀掉这个剧情我很满意,40,64
小李同学,2023-01-06 19:34:48,刚开始感觉比较吓人，看到中间就是在说封建下的重男轻女，每一节的小故事编的都很不错，总体来说还可以。,30,72
"杉小爱|好姑娘,咱们走起来",2023-01-20 21:54:15,好一个阿生，竟然娶了个手办,20,2
牛奶很忙,2023-01-08 17:20:48,咱们国产网大拍恐怖片的能力，好像已经跟不上拍“没有鬼的恐怖片”的智力了。这部没夹带私货搞隐喻，也没有抄好莱坞经典剧本，根本就拍成反转悬疑片了，有点无聊。但是有一说一，纸人这玩儿真的犯规，不管怎么拍都挺吓人的、、、,20,5
阿德,2023-01-08 11:35:39,真心可以，感觉现在网大营造恐怖氛围这块，从剧情尺度到服化道，都越做越好了，不输院线片。片子里纸人这个道具结合民俗也设计得很好，好几个镜头确实有被吓到。不过最值得称赞的还是结尾的情感反转，值得推荐一波。,40,48
漫漫云端,2023-01-11 19:34:58,"封建迷信以及不信西方医学造成的悲剧
这个弟弟从小能处
还好没被他爹宠成二世祖",30,17
张兮兮,2023-01-07 16:42:14,这部电影区别于近期的其他几部恐怖电影最大的地方，就在于它悬疑线、剧情线与感情线多重线交错叙述着，但是详略有当，与常规的恐怖题材单一恐怖视角描述不同，即使已经变成了鬼魂但是还是带有人的感情。,40,40
林木郎,2023-01-07 10:29:09,推荐，很中式恐怖的故事电影，恐怖气氛很到位，一个故事套着一个故事，但不是为了吓人而吓人,40,34
大-燕-威-王,2023-01-25 23:39:06,电影叙事角度不错，尤其结尾，就值得从四星到四星半了。凡鬼故事，遭殃的大半为女性，尤其是年轻女性和女童——或为胎器性器，或为招弟工具，为男性所祸害。电影安排的“拯救者”角色都是男性，害人魔也都是男性，最有意味的是弟弟为了救姐姐而杀死了父亲。个人觉得，这可能也是当代男性应该去思考的出路——只有“杀死”父辈所持的父quan价值观，才有可能成为一个真正讲人性、讲亲情的新人。,40,7
真的好严格™,2023-01-08 12:50:32,题材真的很不错,40,2
обломов,2023-01-19 22:42:56,转来倒去，只是一个规矩惹下的祸,30,2
爱琳,2023-02-02 09:54:27,有病去医院呀,30,5
EAZIN,2023-02-15 21:14:58,原本三星多，给四星鼓励，的确能完爆所有粗制滥造的垃圾国产恐怖网大，不足的是吓人全靠做噩梦，半小时做了四个噩梦，然后民俗的内容还是太浅了，我其实是冲着民俗来的,40,7
朝阳区妻夫木聪,2023-01-28 20:55:14,观感不及《山村狐妻》，仍然是在对女性的封建残害上做文章，但整个故事太硬拐了，看了不到一半基本猜出了七七八八，类型上更像是推理片了，只是借了一个鬼怪民俗的设定。整体还是能看出用了心的，美术还不错。,20,0
申由己,2023-01-18 10:58:49,就悬疑性和恐怖氛围来讲，已经足够好了。,40,1
娃娃爱夏加尔,2023-01-23 21:05:03,我看哭了 四星鼓励国产恐怖,40,1
夏天又快结束了,2023-01-08 11:09:20,都说西方恐怖是物理攻击，而中式恐怖则是精神攻击，但是我觉得《纸人回魂》跟传统中式恐怖片比，还更多了一份温情与大爱，第一次看恐怖片看感动了，人们所惧怕的鬼，但却是他日日夜夜思念的人，如果有来生，他们一定还会在一起的吧。,40,21
不忘,2023-01-07 10:24:45,氛围营造的很好，真·十足诡异，让人很有看下去的欲望。音乐不错，很应景，代入感很强。纸人做得挺传神。,40,5
鬼腳七,2023-01-17 14:01:34,也不赖，常规水平，就是太穷了，什么戏都乌漆嘛黑的（而且这和民俗也没啥关系，主要还是家庭伦理,30,5
孔府小鱼,2023-02-08 17:19:14,可看，但可看的不多。,20,0
LeungChanXXX,2023-01-25 20:58:02,故事完成度还行，民俗元素较为丰富，但网大质感还是很让人出戏（配乐没完没了）。,-t,3
pinthewind,2023-01-17 20:50:04,服化道质感还可以，不算烂剧。几个故事环环相套有点小巧思。但吓人的套路还是太公式化了。疯子那个故事，有点看《三更》（黎明单元）的感觉。韩栋状态不错，比近年电视剧看着更瘦了显更年轻了。和陈紫涵两人演技中规中矩吧。,30,5
李十久,2023-01-06 11:47:29,恐怖片的精髓主要就是2个，一个是恐怖，一个是内容，至于鬼怪，从来不应该是重点，因为人类的恐惧来源于未知，而鬼怪只是未知的一种而已。这部片子完全达到了我对恐怖片的定义，因此我给5星。,50,118
爱笑男孩杰乌索,2023-01-11 00:06:59,"三个不同视角的罗生门小故事，再加上结尾的反转，倒也是做到了有头有尾。结尾也做到了出乎意料，并也符合了逻辑。
这准确来说也不是鬼片，是没有鬼的悬疑恐怖片，一切都是人在装神弄鬼罢了，这也是因为众所周知的审核，没办法的事。
虽然明显没有《兴安岭猎人传说》刺激，但是绝对强于台湾省这几年的《咒》《女鬼桥》。",30,10
悠公子,2023-01-06 19:47:58,感觉《纸人回魂》这部网大在情感层面的塑造更成功一些，前半部分的恐怖元素更像是为了后半段的剧情反转铺垫，比较成功的拍摄手法和叙事节奏，看到最后几乎没什么尿点，不输院线。,40,11
十八过后,2023-03-11 22:08:15,"你讲中式恐怖 讲封建糟粕 讲重男轻女 ok 你写乔安被自己的“香火”杀掉 好喜欢这个点 棒 但是为什么姐姐隐姓埋名是为了保护男宝 编造出那些乱七八糟的故事也是为了保护男宝 我真是😅😅😅
剧情发展还挺剧本杀 但还是有些地方没能讲清楚 三颗星给前面那些个很好的点 以及阿生这个演员演技好好！另外希望陈紫函可以接点更好的作品 她不应该局限于此…🙏🏻",30,5
🐑,2023-01-06 11:11:48,晓看天色暮看云，行也思君坐也思君,50,62
番茄加糖,2023-01-06 23:06:19,"居然有国产恐怖片做到了故事完整，逻辑在线，人物立得住。
而我更惊讶的是，这导演之前的作品最高4.7",30,4
Panda的影音,2023-01-30 23:04:30,2023.01.26：《纸人回魂》作为国产惊悚恐怖片而言，于我是有些惊喜的，个人好感度胜过《中邪》，不过影片本身还是没能博得我的喜欢。,30,1
SundanceKid🌈,2023-01-11 20:47:10,至少确实有恐怖元素，东亚文化里有那么多女鬼，那么多怨恨得不到声张,20,3
壹安²,2023-03-19 23:09:50,整体都很棒的网大，特别情感的部分非常细腻，多一星鼓励！只是取材「中式恐怖」，半路有些跑偏，如果做到更极致会更好！,40,0
茶杯里的猫。,2023-01-10 03:53:32,前3分之一的民俗故事拍的不错。不过秉承着建国不能成精的原则，后面就是个比较感人的扶弟魔的故事。里面江南小曲还挺好听。,30,5
肆食二,2023-01-10 14:55:23,看的上一部中国恐怖片也是用错误叙事来构造悬疑感，感觉是惯用特色手法了。插曲非常符合意境，整体感觉不错。,40,3
乌鸦火堂,2023-01-09 14:11:56,"还不错，跟去年的《山村狐妻》类似（应该是同一团队的作品）。3个小故事+最后反转（3+1格式），但这次不是同一件事的“罗生门”，而是同一件事不同角度、不同当事人的回溯，有点类似《刺杀据点》。所以本片不算分段式（但只有一个讲述人，编编故事的动机过于明显，这一点不如《山村狐妻》）。

同类作品，优势在于代入感极强，劣势就是越往后越没底气，本片也不例外。开场和第一个故事《纸童》相当精彩，民俗氛围+场景绝对是鬼片级效果；随后《纸妻》就开始过渡了，一半灵异一半情感，最后《纸祭》解密，走悬疑+亲情路线，但有点泄气了，也没辙，审查就这样。

电影服化道非常赞，虽然最后该怎么演都是约定俗成了，但起码把该有的都能做到极致，最起码前半段非常赞，希望同类作品可以再接再厉。",30,2
木易,2023-01-17 21:12:04,原来是部悬疑片,30,3
海边的曼彻斯特,2023-01-25 14:46:16,打着恐怖片的幌子的悬疑片，要是是真恐怖片就完美了,20,1
深夜的阿斯伯格,2023-01-24 09:39:41,爱奇艺的《兴安岭》《阴阳镇》《狐妻》都是一个套路的假鬼真恶人，鬼故事片段都采用罗生门的叙述，似乎探索到了国内鬼片的拍法，而且还能适用，真的让人啼笑皆非。,30,1
夏日的小西瓜,2023-02-06 23:35:27,3.3星。重男轻女愚昧至极。,30,0
迷蟲朋克,2023-01-15 22:11:39,近几年国内恐影和游戏都会带点纸人元素，看多了惊悚程度大减之后就是盯着纸人看巧思和工艺，这部是典型的制作精良，剧本工整，研究过其他作品把恐影那些雷点都悄悄避开（的同时还能升华到咱老百姓最爱看的温情上去）的集大成之作。看到中间讲故事又是封建重男轻女那套我真的狂翻白眼，差点阳痿......诶嘿？最后几个恶俗的地方临门一脚又给拉回来了，很有良心。看了导演自述，非常年轻真诚，有开拓性，给四星鼓励！但我个人认为恐影的主题不能依赖（常规的）温情，它需要有跳跃性，有意外才能让观众记住。就好比评论里大家也中规中矩在点评，但基本没有抛梗，恐影的灵魂就是一连串可以单拎出来的jumpscare，不然很快会被埋没，在记忆里变成一部尚好的民俗片。,40,2
苏乏,2023-01-17 18:40:54,蛮好，真的，做得结实,-t,0
Mallory,2023-01-12 00:12:09,？？？这么直给的剧情？？？,-t,4
超cute侠,2023-01-26 13:50:27,整体完成度还可以，不管是叙事结构，还是吊诡氛围，就是细节粗糙了一些。这种民间闹鬼故事最后无一例外都是指向黑暗人性，就看创作者叙事能力如何了，本片利用女主讲的三个故事来混淆虚实，最后男主补充的故事完成反转和身份揭晓，没有太大的逻辑漏洞，在网大里算中上水平了。,30,0
多多洛,2023-01-11 21:37:40,"作为网大民俗电影来观看，还是有点意思的。分段式的讲故事，角度不同，故事不同，可真相只有一个。道具、灯光、镜头、配乐考究，可以看得出制作用心。气氛烘托也算到位。恐怖题材拍来不容易，还要什么自行车。
台湾民俗恐怖片或者说恐怖片走民俗路线，《送肉粽》、《盂兰神功》等还是挺有味道又有展示民俗的作用和卖点，《咒》就不用说了，小众、宗教又太那个。民俗特色没落的现今，不讨巧的恐怖片题材加入民俗，做精细，刨去过审，或许还是有看点的。",30,1
牛油果豆,2023-03-21 23:58:13,纯靠回忆叙事，但纸人真TM挺吓人。,30,0
恋丶你灬,2023-01-18 23:39:56,剧情较完整，但并没什么吸引眼球的地方,40,0
宅拾叁,2023-01-14 11:06:30,网大竟然能在审核框架下做出这么一部恐怖电影，真的是惊喜。+1鼓励。,40,2
souvent,2023-01-14 21:57:55,我们的恐怖片，即使是网大，也必须全部有科学解释并且高举破除封建迷信的旗。流畅但粗糙简陋，娱乐性有一些但不多。,20,1
虎虎生刺,2023-01-12 19:35:04,镜头语言还可以…不过看这种国产民俗恐惧电影永远可以安心…因为压根没有鬼，结尾大家一起包饺砸…,30,4
66号公路灰狗,2023-01-07 12:56:00,阿生和小莲的情感线很虐，“重逢”这一段让人看哭了，一片痴情真是好让人心疼，小莲的这个纸人也算是他的精神寄托了吧。后续衔接的转场让人意想不到，前后剧情很好地连结了，故事的完成度很高。,50,6
行走在孤独星球,2023-01-09 13:35:13,居然很用心！,30,4
薛同,2023-02-18 23:50:14,也就天涯鬼话里那种普普通通的故事情节，恐怖氛围无感，特效太差劲，不过已经优于很多同类型网大了,30,0
奥敦,2023-01-10 09:37:56,【D+】恐怖感在「纸婚」故事中段以后就几乎已经消失殆尽了，而在此之前的恐怖桥段也是异常低级无聊，跟那些三四分的国产恐怖片并没有明显区别。剧情及其结构上下了些功夫，但前两个故事通过叙诡进行误导并添加惊吓，故事间并没有真实的环环相扣的联系，真相与叙述的大量出入不免让人有被糊弄和欺骗的感觉。更灾难的是，作为重点之一的感情戏拍得比较尴尬，角色间的情感没有太多的孕育和展现，这也导致最后选择的动机非常没有信服力。,20,2
CobraCB,2023-02-20 17:55:21,尽管仍然算不上有多恐怖，但起码制作水平和诚意上来了。,30,4
祭司（Ojas）,2023-02-11 12:31:45,调色师和导演是懂中式恐怖的。剧本（除了结尾和一些虚构点），配乐，音乐，色调，布景，小道具。这剧组拍灵异文也是完全可以的（能想起来一大串文名）。中日韩的故事里充满被残害的女鬼和被剥夺了名字的“女鬼”们，鬼魂是愧疚机制，然而。看到一些爱情线里“下辈子还想和你做夫妻”这种梗都觉得理解不了，正常的回路不应该是“下辈子不来这种宇宙”吗,30,0
居无间,2023-02-09 19:20:35,值得鼓励一下。结合这部，也能看出如今国产恐怖片的制作套路了：以民俗制造惊悚氛围+用视角拼贴完成故事+反转后加一些现实批判。而到了最后，恐怖片基本都变成了悬疑片。,30,0
雨中散步,2023-01-23 22:07:37,剧本还是比较扎实，氛围也挺好，但对于恐怖片爱好者来说还是过于温情~6.6,30,0
猫小蓟,2023-01-11 16:55:34,很不明白，一个电影条目能把编剧导演乃至制片人写的那么全乎，为什么就不能把演员表尤其是小演员添加齐全了？？这就是所谓对电影和剧组人员的认真和尊重吗？另，说这个纸人很传统工艺好的，你这辈子见过纸扎人吗？？？？纸人照着活人做，不点睛为了思念？你当你做兵马俑呢？自己编的民俗算什么民俗,20,4
秦奋,2023-01-24 18:37:32,"6.5/10 《纸人回魂》借民俗恐怖的主题，展现父权体质和封建社会对女性的荼毒与迫害，以及底层人物们在压迫下散发出的人性微光。

细节丰富的纸扎道具，风格融洽的画面与色彩氛围，一些运镜和视听语言，以及仿罗生门式的故事结构等都让人惊喜，“月照双影，雨夜红妆”，片尾曲《相依》非常动人。

电影的不足之处也相对明显，恐怖和悬疑氛围刻画积弱，几乎全部的恐怖段落都源自于“梦”，以至于电影的中后程，故事风格从“民俗恐怖”转向了“本格推理”，但线性且固定的叙事模式（讲故事），使得剧情走向可以被轻易预测，再次失去推理真相的爽感，如果能处理好这一点，整个故事或许会更加完整丰富和立体，成为一部民俗恐怖题材的佳作。",30,0
Gore赞,2023-01-08 18:56:03,虽然是恐怖片，但被阿生和小莲这对苦命鸳鸯感动到，哪怕是无悲无喜的纸妻，也是阿生对爱人最后一点的寄托，所以阿生不是疯了，只是他的苦无处宣泄，他的爱无处释放，只能在纸人身上去找到存在的意义。,40,7
没有主子很快乐,2023-01-22 19:18:42,"虽然因为种种限制中国恐怖片普遍比较差，但也不能闭着眼睛吹这种作品啊！
不说有鬼没鬼的问题，这剧本还不是普普通通网大水平，各种故弄玄虚为了反转而反转，也不讲逻辑，加点民俗桥段，再加点当前热门的女性话题，谴责一下重男轻女什么的，就这就能吹上天啊？还十年一遇？吹的人拜托看点好的吧……不能因为试卷太难就把40分的作品硬吹成80分啊！",20,0
🪐丧甜治多心,2023-01-24 16:26:48,能看 但是没必要。写剧本杀的体验更好,30,1
青鱼,2023-01-09 11:30:04,"确实还不错
又是山村狐妻那种罗生门式的结构，只是没那个那么深刻没那个那么流畅。
但是前半段的氛围真心爱了，那个童瑶很有恐怖童谣的味儿，之后也有好几段歌也都很不错，很贴剧情。而且几个人物的反转虽然很明显很好猜，但是也挺精彩的。只是这样的剧情模式，看多了真的好厌烦好套路。
但是这个锅可能得光腚背，事实证明，比如山村狐妻，比如这部，要不是光腚不许有鬼，其实都可以拍得很好看！现在已经拍得很恐怖很喜欢了，要是没有光腚规定不许有鬼，估计还可以撒得更欢，拍得更牛掰！
恐怖片爱好者表示，光腚，我恨死你了！是你们让中国恐怖片绝迹了！所有的恐怖都必须变成悬疑，无语！",30,7
1w.,2023-01-11 00:14:37,有进步的 6.5/10,30,1
玉木大河,2023-01-20 00:40:59,感觉这故事讲得挺可以的啊，挺用心的了。虽然后期配音有点难受，其他都还不错。,30,0
杨零度,2023-01-13 21:49:21,有形式，有剧本，台词和叙事还是粗糙的。大家看过周末版的王刚讲故事吗？,30,0
Nemooo,2023-01-08 19:54:57,遇事不决，女性祭天是吧？,30,6
清泉石上流,2023-01-25 14:27:30,剧情的推进逻辑薄弱的让人很无奈，一见面就倒豆子一骨碌全说了。但，还是可以一看的。,30,7
喷火国王小怪兽,2023-01-22 15:48:43,是灵魂摆渡有剩的没拍的一集给拍了？,30,0
伊兰月,2023-01-07 19:45:09,国产恐怖片还是没让我“失望”，披着恐怖的外衣讲亲情故事，白白浪费我的期待。,30,5
Mr.杨,2023-01-11 23:05:04,现在中国有很多恐怖题材的网大电影，虽然没有鬼，但却能将故事讲得很精彩，这片子看到最后还有一些感动呢。,40,3
Krizz觀影殿,2023-02-19 22:14:09,這部電影給人的感覺就特別像紙人沒有點睛，骨架什麼的都有，就是缺了靈魂。導演一定是紙嫁衣遊戲的鐵粉，這故事裡這些紙人恐怖元素可太紙嫁衣了，特別是第二個故事加上那個配樂，完全就是《紙嫁衣》的感覺了吧。但是這部電影的恐怖感都還不如遊戲，我仔細想了一下到底是哪裡有問題。首先這部電影只有恐怖點沒有恐怖的氛圍，可以說除了開頭那幾分鐘勉強有點感覺之外，之後就徹底變成了一個劇情片的氛圍，找不到恐怖感了，而這部電影的驚嚇點也都讓我覺得有點不太對，驚嚇點是靠畫面和音效結合才能達到效果，但是電影裡好像每次都有個0.5秒的延遲一樣，就感覺每個點都不太准不太到位。然後故事的話基本上就是用了《山村狐妻》的架構和拍恐怖片的方法，但是最後真的俗吐了，知道了姐姐是誰，真的明眼人也知道弟弟是誰了吧，還拿這個做最終反轉，太刻意了,20,0
刀叢中的小詩,2023-02-05 23:09:15,《纸人回魂》——走近科学之民俗版。阿生叔娶了手办，总让人想起多年前看过的《充气娃娃之恋》。,30,0
motionfest,2023-01-14 22:23:22,作为网络电影，难得故事讲得有条理，很完整，通过四段故事，打通剧情，虽然演到第三个故事的时候，就能猜的7788了，但还是有细节被反转到的。编剧的逻辑还是在线的。这个作品比很多国内院线电影要有水准的多的多的多，但跟湾湾那边的恐怖片比，还是不在一个等级上。还有一个点就是这个剧本很像剧本杀的那种本子....整个电影的故事逻辑也很像剧本杀...,30,0
于成,2023-04-26 22:00:10,其实还可以。民俗真成了国产网大搞恐怖噱头的一个幌子了。,30,0
冰镇西瓜橘子水,2023-01-08 17:35:59,《纸人回魂》脱离恐怖片的题材而言，剧情方面也是相当能打，从一个离奇荒诞的故事中引出背后一桩尘封二十年之久的生死大案，最后的结局也让人拍案叫绝，首尾呼应，整部影片宛如一气呵成，完成度非常高。,40,3
小然Raner,2023-01-07 00:02:15,6/10国产恐怖片要一直活在别人的故事里么？这也太可悲了。故事还算完整，但还是很老派的剧情发展，就给人的感觉特别俗。纸妻部分还是不错的，有氛围又凄凉的爱情故事，配乐也很用心，有点《纸嫁衣》的感觉。,30,6
彩戏师wala,2023-02-07 01:37:26,完整 精致,30,0
૮₍ ¬ ᴗ ¬₎ა🍊,2023-01-06 13:14:18,要气氛有气氛，要人情味有人情味，比其他国产恐怖片不知道好到哪里去…推荐看！,40,15
阿孝咕,2023-01-17 03:52:33,想起一生后悔的事情，纸人就会在半夜回魂索命。非线性叙述，层层递进，处处反转，但细节还是过于简单粗暴，结尾纯粹是为了反转而反转，估计这样的网大会有更多人看吧？通过一个爱情悲剧引发的一系列命案，表达了编导对封建包办婚姻的鞭挞与唾弃，鼓励自由恋爱，颇具五四遗风...国产恐怖片没有拍成乐色的喜剧片，还玩出花来，是值得好好鼓励一下的!,40,4
兔仙女,2023-01-25 22:50:04,虽然恐怖效果一般，但是故事结构蛮精巧的，但就这点来说，个人观点比笨重的满江红好,30,0
竹蜻蜓的夏天,2023-01-21 22:08:45,剧情反转很多，前面为灵异，结局变为人文关怀~  记录一个大户人家的兴亡~,40,1
伊兰月,2023-01-07 19:45:09,国产恐怖片还是没让我“失望”，披着恐怖的外衣讲亲情故事，白白浪费我的期待。,30,5
刀叢中的小詩,2023-02-05 23:09:15,《纸人回魂》——走近科学之民俗版。阿生叔娶了手办，总让人想起多年前看过的《充气娃娃之恋》。,30,0
motionfest,2023-01-14 22:23:22,作为网络电影，难得故事讲得有条理，很完整，通过四段故事，打通剧情，虽然演到第三个故事的时候，就能猜的7788了，但还是有细节被反转到的。编剧的逻辑还是在线的。这个作品比很多国内院线电影要有水准的多的多的多，但跟湾湾那边的恐怖片比，还是不在一个等级上。还有一个点就是这个剧本很像剧本杀的那种本子....整个电影的故事逻辑也很像剧本杀...,30,0
于成,2023-04-26 22:00:10,其实还可以。民俗真成了国产网大搞恐怖噱头的一个幌子了。,30,0
小然Raner,2023-01-07 00:02:15,6/10国产恐怖片要一直活在别人的故事里么？这也太可悲了。故事还算完整，但还是很老派的剧情发展，就给人的感觉特别俗。纸妻部分还是不错的，有氛围又凄凉的爱情故事，配乐也很用心，有点《纸嫁衣》的感觉。,30,6
宋小卡,2023-01-10 21:20:57,很可以，妈呀，国产惊悚片崛起了啊！！,40,1
CATCH-22,2023-01-11 18:22:01,纸人民俗，父权礼教，故事完整,40,1
彩戏师wala,2023-02-07 01:37:26,完整 精致,30,0
兔仙女,2023-01-25 22:50:04,虽然恐怖效果一般，但是故事结构蛮精巧的，但就这点来说，个人观点比笨重的满江红好,30,0
深蓝水域,2023-02-02 14:50:21,很中式的一部恐怖片，除了纸人这个很中式的民俗元素，讲故事解谜、对话解谜也是内地恐怖片常用的手法。影片用恐怖片的外衣包裹批判的内核，通过四个层层递进的故事讲述了一段荒谬的往事秘莘，既有对重男轻女、封建礼教的批判，也有对亲情的守护。剧情虽然不算多精彩，但逻辑还算清晰自洽，过程压抑，结局温馨。最后提下影片的主题曲《纸娃娃》，非常应景的一首诡异童谣，让人有种看《僵尸》听《鬼新娘》的感觉，很棒！,30,1
一只特特呦,2023-01-16 20:51:54,"做的很不错。
纸童，纸妻，纸祭，纸梦。三个半篇章的故事，以纸人为载体的民俗恐怖，从三个人的角度相互串联解释剧本完整，最后破除迷信也无可厚非。
串联部分太蠢了，你一个记者跑人家门口去打听，人家给你讲故事，然后来一句“真的吗？我不信。”
人家不想说，在那我要知道真相～还要说出去给大家听～拷问折磨女主是吧。",30,0
Fairy🍒,2023-01-10 20:35:15,有点出乎意料，做好中式恐怖之余居然还有在认真讲故事。罗生门式叙事不稀奇，但打破了传统国产恐怖片的剧情结构还是挺惊喜的。最后把封建迷信民间风俗化作一场梦，也是巧妙的。,30,0
杰哥驾到,2023-01-14 17:50:30,纸人 冥婚 重男轻女 梦中梦！,30,0
