用户名,评论时间,评论内容,评分,赞同数
鲨鱼不会水,2023-03-31 07:40:16,一群人眼看着猴子失血过多都快挂了，还搁那儿拍呢，所谓电影梦就是不管演员死活是吧，导演你来缕缕这个逻辑能说得通吗？最后兄弟情强行煽情鬼信啊！,20,207
小植野,2023-03-26 16:41:46,【D】导演自己可能还是想做一个恐怖片拍摄的解构，一直游走在真实剧组拍摄或是整蛊桥段，但只要认准这是国产恐怖片的大前提，那些真假虚实就完全失去了它想要的意义，而且同一个套路玩两次完全不变，还都是倒带式的回溯实在是很偷懒，最后还要硬上价值搞煽情正能量也特别尴尬，反转廉价煽情尴尬恐怖效果只会同一套玩法，可能也只有通过信息差营造的喜剧效果还算过得去了，而每个演员演技都很浮夸也是为了配合刻意演戏的效果了，部分桥段还可以看，但整体真的很没意思。,20,134
徐若风,2023-03-31 08:47:24,多半星支持一下。近几年国内大银幕上没有过的「惊悚喜剧」，马凯的各种技法尝试都够大胆的。呈现出的效果算是值得鼓励，中后段有笑有吓也有共情，演员的群像戏立起来了。希望像马凯这样，热爱电影、怀揣惊悚/恐怖片理想、从草根做起的创作者，能有再多一点的空间；喜欢这种类型的影迷，也能有再多看到一点的机会。,40,393
大宝魚,2023-03-26 18:04:16,内地版的《喜剧之王》+《回魂夜》+《大内密探》。众所周知，内地的恐怖片的谜底不是演戏就是做梦，而本片也迫不得已的选择了前者，导致本片的惊吓程度先天不足，单纯当作恐怖片看待肯定无法及格，甚至不如《保你平安》那几分钟密室逃脱的戏。好在马凯还是利用片场这一环境制造了一些周星驰式的无厘头的笑料，试图把喜剧和恐怖做一个糅合，算是后天进行了一点补救。不过最后这个友谊第一的结局真是大可不必，冲淡了那么点仅有的悬疑和喜剧气氛，情没煽起来反倒显得有那么点像春晚小品的强行升华了。,30,117
🌒,2023-04-01 01:18:49,路演看的，摩托车雨夜斩首那段本来惊喜了一下，如果顺着这个故事拍下去，本来可以是一部不错的犯罪片，甚至大胆一点可以往邪典的路子拍，结果紧接着来了一个超级无敌烂的反转，剧情急转直下变成了温情合家欢大团圆，谁懂我是真的无语爆了，不知道主创花了五年写的剧本是就是这个样子还是因为别的什么因素删改了，结局是真的很割裂，烂尾中的烂尾。,30,60
一條魚佔滿了河,2023-03-26 21:38:34,上院線委屈了，上網大才合適。影視寒冬之整個影視城只有一個半劇組開夜戲，故事講得一團亂麻，自以為是的驚悚，自以為是的搞笑，自以為是的熱血，自以為是的感動。《中邪》的上映受阻，讓人對馬凱的期待超出他能力，現在是時候打回原型了。,10,223
王大根,2023-03-26 16:38:45,本来以为是纯惊悚喜剧，虽然知道国产片不可能真的有鬼，中间大家以为真的有鬼的部分还挺好笑的（然而这点子好像也是抄的）。结果核心还是想做《包芬格计划》《摄影机不要停》类的“热爱电影”故事，最后还拐向了兄弟情，煽情煽得实在太尴尬了。为什么现在国产片都不能专心只抄一个类型，非得搞两种类型的缝合拼贴啊？,20,98
Mr. Infamous,2023-03-31 23:24:08,绝了绝了，马凯你太狠了，我夜里包场看这个，一开局就被吓到……………今晚连看三部电影，终于盼到包场，结果却无比期待有人聒噪，吃爆米花……好多场面我都不敢正视，甚至打开了音乐壮胆。不看预告和简介，这次跟头栽最狠。我平时都不看手机的，这次找朋友聊了几句，坚持到42分钟，还是落荒而逃。那个破落的三层小商场，也没人，就像那年玩恐怖密室后的场景，我一路跑下扶手电梯，听着有人用对讲机说，看电影那人是不是跑了啊……我退场前还想过，员工发现恐怖片现场明明有人检票，结束后却没人出来会不会很恐怖……跑到大街上，还要走好一会儿才能见到活人……感谢没有跑出高反，也感谢路过两个酒吧，有俩人难听地唱《喜欢你》《男孩别哭》，让我回到人间。我本来就是想给马凯蒋龙蒋诗萌捧个场的！其实挺有意思的，以后有人陪再刷。,-t,25
Hachiko,2023-03-31 23:52:08,有点失望，半出好戏。确实有比钻石还宝贵的“惊悚·喜剧”加持，笑点够密不俗，也有众多我喜欢的“喜剧大赛”演员的加盟，悬疑反转好几次也不差，但，最后泄气的太快，是，我知道导演第一部戏，胎死腹中，为了院线上映的这一部，憋了太久，可，弥漫的鸡汤味，让整个片子有点变味，可惜。,30,18
你知道的我,2023-03-31 12:31:04,"是那个不爱洗脚的蒋龙吗
哈哈哈


3月25点映
喜有，惊悚也有，蒋氏三姐弟稳定发挥，没出错但也不出彩，反转套反转 三番四抖，底虽然有点强上价值但彩蛋也能看出来，这才是导演想表达的核心。开头人设铺垫不足，导致角色行动的动力不太充分，总体来说惊悚喜剧题材稀缺，还是值得一看",30,60
豆瓣路人己,2023-03-31 11:07:17,最惊悚恐怖的时刻，是看完之后会想，到底是sc修改导致了电影的失控，还是《中邪》本就是导演的最高水准。,20,71
小龙同学,2023-03-26 19:25:14,《了不起的夜晚》是一部体验感很丰富的电影，导演汲取了很多有趣的元素，打造了一部突破常规的惊悚喜剧。电影比较适合在影院观看，伴随着大家的笑声和被吓到的尖叫声，氛围感满满。,50,313
yukicheung,2023-03-31 01:34:44,算是《一年一度喜剧大赛》这些演员上大银幕的一次交底，演技是真的不行，都太流于表面，想想以前相声、小品演员的表演功底，是真的强！,20,93
科林,2023-03-31 00:42:30,"迷信鬼片过不了审。记牢这句铁律，本片的反转就百无聊赖了~
国产《摄影机不要停》之名号伐功矜能了，不好笑也不惊吓，顶多只比毕志飞好那么一丁点儿~
倒是抛了偶像包袱的范丞丞无意间露出的小肚子更有看头~",10,130
连城易脆,2023-03-30 17:33:36,"这才是真正的“追梦演艺圈”呀！电影最后的结尾还是挺触动我的，当真丽妃和替身佳佳用哽咽的声音表达不希望放弃的时候，真的让我有点眼角湿润了。想想自己不也是为了达到自己的追求而不辞辛苦不惜代价吗？

再想想片中范丞丞、蒋龙、梁龙、蒋诗萌在现实中不也是面对争议却继续不懈努力实现自己对于演艺事业的梦想吗？

所以银幕内外形成了很好的呼应，于是就更容易与电影的情节产生共情，不得不佩服导演马凯的编剧与选角，尤其是回忆起他的前作就更觉可贵。

同时这部电影作为惊悚喜剧在丰富院线电影类型层面也做了很积极有益的探索，能在中国内地的大银幕看到这种作品终归是难得的。",40,273
方枪枪,2023-03-31 22:54:24,本片就像是老婆饼，虽然打着惊悚恐怖的类型标签，但肯定是没有鬼的，于是在这一设定之下，很多惊悚吓人的桥段背后一定隐藏着正常的故事逻辑，这自然也消融了这一类型电影的悬念和包袱。一切谜底揭晓后的桥段其实干瘪无味不少。当然，虽然是《摄影机不要停》和《逐梦演艺圈》的杂糅，但确实也玩出了特色和风格，如果放下先入为主的期待，其实观影过程还是不错，有小惊吓也有搞笑，整体6.5分吧……,30,16
Child1sh_Benny,2023-03-31 12:00:04,"甚至怀疑和你们看的不是同一部?😰
3.25:别看了家人们，看完点映，鉴定过了，是烂片，纯纯以身试毒了，堪比开心麻花。古有《了不起的盖茨比》，今有《了不起的夜晚》，古有《逃出绝命镇》，今有《逃出绝命夜》，果然“片名相似度极高的都是烂片”定律永传呗。我还为这个片子特意去看了导演的处女作，他可能看了豆友的影评诚心接受了“没有技巧”的批评，这下好了，这部电影里全是技巧，人脸推进特效声拉满，讲故事倒不会了。不恐怖倒是没事儿，关键笑点一个也不在点儿上啊。",20,60
放开那个浪味仙,2023-03-25 20:44:02,像是导演和主创全员的“圆梦之旅”，马凯还自己一部无法上映恐怖片，蒋龙洗脱自己逐梦演艺圈的烂片经历，梁龙过了一把导演的瘾。诚意是有的，迷影情结也是真实的，可是过度沉迷自嗨的作品，就真的只能主创自己嗨。剧中剧可以有，整成俄罗斯套娃就很无聊了。这么喜欢瞎胡闹，不如还是去拍短视频吧。,20,60
mingo,2023-04-01 14:34:40,"导演会不会拍喜剧我不知道，但他娘的很会拍鬼片各位豆友，我笑点低，怕点也低，这部电影看得我一边大笑一边害怕，4颗星在我这不为过。 大家6.1分打的是真牛最后半小时，第三番反转有些无聊和没信息了，虽然本片“糟粕”挺多，但是我喜欢咱华语电影要是能拍真鬼，这片应该可以更好看。主创绝对是一支未来可期的电影新力量团队，未来创作出更丰富成熟的类型片只是时间问题。",40,68
Morning,2023-04-01 11:58:47,一星半。范丞丞全程在演大鹏，语气和神态，包括这个人物形象，他的胖和胡子不知道是不是有人告诉他这样可以打破偶像的质感，胖的败笔也是像大鹏，胡子则是在大银幕上看着太假。蒋龙蒋诗萌的用法基本和一年一度一样，也可见导演在调度演员这件事上不算太好，而片中的摄影运镜也基本是按照套路来的。最重要的回到主题上，用了国内最好用的小人物大理想的励志模板，贩卖一些艰苦其实是来自自己的不认真，和一些悲剧苦情的元素，让人看得恶心，它的做法几乎是《摄影机不要停》的反面，每个角色都活在一种自以为有理的“高级”脸谱之下，对于拍戏这件事展现了丝毫不尊重的态度，因为最后圆回来说我的心是有态度的就够了。且为了冲向这个主题连逻辑性都不管不顾，最后那些戏根本不可能一个半夜就拍完，光一个人穿上威亚不走戏吊起来起码都是20分钟往上走。,20,29
谋杀游戏机,2023-03-30 13:34:26,从5万块独立小片过渡到院线商业类型片，国内青年导演能得到的机会还是很令人羡慕的。豆瓣写着“又名：惊昏记”，延续了《中邪》伪纪录片的精髓假戏真怕，虚虚实实，多重反转，是国内多年没人拍的惊悚喜剧，以戏中戏找到了一个本土落地方式，也是又一部有不少迷影趣味的元电影。范丞丞超出我预期了，相比其他爱豆出身的演员来说还是有点天赋在的，蒋易的扮相很好笑,40,246
铅纸鹤,2023-03-25 19:32:28,鼓励一下，全程贯穿一个“有没有鬼”的主线，结尾那个谁说天快亮了的时候影院灯gua一下就亮了，直接给第四面墙干碎了,40,98
大能喵,2023-03-31 15:20:52,终于上映了，我可以打分了：看的点映，太烂了——如坐针毡，如芒刺背，如鲠在喉。,10,118
1056drer,2023-03-31 23:00:12,刚看完，喜欢一些包袱不断反转不断的剧情，有惊悚有幽默也有感动，很推荐周末去放松下,50,149
姜乌归,2023-04-04 17:52:10,第三幕的垮塌毁了整部电影，但前两幕又让人不忍苛责。要是马凯走地下路线就好了 // 230411与三位友人重看，一致觉得第三幕可以作为导演的直白反讽（虽然依旧与前两幕基调不一，但临场高体验得以延续，结尾止于周一围“这tm是艺术”即可，反讽达到顶点）,-t,2
美味收藏家,2023-03-26 17:16:57,太好看了!前面三番惊悚喜剧反转，谁才是鬼~ 最后励志元素惊喜，虽然导演剧本还可以更扎实，但是多加一颗星给第二部，马凯导演讲故事能力未来可期,50,163
lorainfall,2023-03-31 20:50:46,嗯 中规中矩吧 但是我会为喜人多加一星🥹,40,112
奇爱博士,2023-04-01 22:18:28,从《中邪》到《了不起的夜晚》，马凯导演终于在大银幕上向观众交出了他的第一份答卷。虽然不能说影片已经尽善尽美，但无可否认的是马凯导演在类型电影，尤其是“惊悚片”这一类型上近乎直觉的才华与灵气，作为一部惊悚喜剧电影，马凯导演对影片惊悚氛围的营造，也成了影片的喜剧效果最坚实的基底。可以说影片既有“吓点”，又有“笑点”，且两者在影片中都十分密集。同时作为一部讲述“拍电影的故事”的元电影，导演寄予其中的，对电影这件事情的赤诚也足够动人。期待《了不起的夜晚》能在这个电影市场火热的春天里取得佳绩。,40,23
黑月光,2023-04-11 17:08:46,这部影片在没上映之前我就很期待了，今天看完果然不负众望，丞丞为了演绎豹子一角增重30斤，演技有很大的提升，王子璇的丽妃也是相当惊艳，她一笑，我都起鸡皮疙瘩啦，这也是喜剧三蒋从屏幕到荧幕的出色表现，还有许馨文的丽妃替身也很惊艳，青2的时候就有关注，文文子更漂亮啦，整部电影剧情反转反转再反转，借用周一围老师的话：这他妈的就是艺术！在了不起的夜晚有一群了不起的人们！我只能说不看就会有遗憾！,40,2
朝阳区妻夫木聪,2023-03-31 10:46:24,短视频的创作思路，段子式的文本堆砌，某种程度上倒也是跟故事本身的一种互文了。不停用所谓的反转来试图调动观众预期，但所有的点基本上都一览无遗，尤其是在国内整个大的恐怖惊悚片创作语境下，更是从一开始就“破了梗”。全程面无表情看完，连一喜的演员都变得难笑了起来。如果说上一部《中邪》是虽显粗糙但灵光偶得，那么到了这部，资金跟阵容上去了之后，却并没有带来更多的惊喜，或许对马凯会有更高的期待吧。当然，从他自己个人经历着手去表达，能有这么一部作品与观众见面，也算是得尝所愿了吧。继续加油吧。,20,26
牛奶很忙,2023-03-25 16:43:50,很吓人的烂片。表层是《一年一度喜剧大赛》剧场版，网大版《逐梦演艺圈》；内核其实是短视频和电影的时代关系，把梦想寄托在短视频上的年轻人需要在电影片场拍摄素材，苦苦坚持电影的老导演因为短视频穷途末路，最终二者握手言和，短视频皈依了电影的原教旨，而电影“死”在了短视频面前……奇怪的寓意关系感受不到迷影热情，更像是电影人宁肯站着死的撒娇，给我臊的啊。恐怖这一块的确是目前为止最吓人的院线恐怖片了，看完两条腿都软了！只是有点难过，中国导演拍恐怖片的能力，好像已经跟不上拍“没有鬼的恐怖片”的智力了,20,39
伥鬼,2023-04-01 22:44:06,被朋友圈的红包影评人以及影视播客主播骗得最惨的一次，他们的丑恶嘴脸和马凯拙劣的导演水准一起在这部戏之后暴露无遗。这是真.逐梦演艺圈，从内容到质量，甚至多处的演员表演，一同向毕导致敬。马凯大概觉得自己就是片子里的梁龙，多年在影视城当民工无人赏识，但是靠这一腔赤子之心混到了能拍夜晚这般卡司的院线片，多么值得炫耀呐～很不幸他和那几个拍视频的是一个水准，拍出来的电影是长视频不配登堂入室的同时，观众也定然会产生让他赔偿医药费的冲动，以及祝愿他今生的任何一部戏观影人次都突破不了100w。,10,51
garlicoyster,2023-03-31 11:59:13,上周看的免费点映，只觉得好尬……反转来反转去只觉得心累，没有觉得多吓人和刺激，反倒真的受不了结尾的强行煽情，还有猴子受伤还硬撑拍完那段怎么那么假，旁边人是睁眼瞎吗……因为没想好出了电影院往哪去，所以还是没提前走硬撑着看完了,10,79
诸葛若见,2023-03-31 11:45:11,含有惊悚元素的喜剧，主要还是逗，片场里发生各种各样的状况，然后因为这些状况引发的笑点。喜剧大赛的熟面孔蒋龙，蒋易，加上范丞丞、梁龙等人，搭在一起有不一样的戏剧效果，蒋龙那句“我用这部戏的片酬投资了这部戏”让我想起他在最后一课里的样子，无名小演员的生存状况可不就是得自己鼓励自己嘛。说到底还是一群年轻人的追梦故事，而他们遇到了一个好笑又充满反转的夜晚。,40,186
我只是看看而已,2023-03-31 21:18:43,"哈哈，讲的是戏中戏中戏，哈哈里面告诉了我们一些拍电影的细节，还有范丞丞在里面也不是颜值当担，他是想做演员的，里面那些音效真的很恐怖，一度以为是恐怖片，一度以为女主角是好了回来了，结果视频直播说是挂了，哎妈呀，觉得好恐怖后面也说是没有挂，骗了观众好多次，太过分了！！！吓死人了好吗还有该死的甲方和摩托车",40,96
~不想想♬ ~,2023-03-28 17:50:49,"蛮不错的电影，出乎意料的笑点，
经过一番啼笑皆非的无厘头意外，大家清楚不能为一己冲动而毁掉电影，毁掉所有人的心血。又很励志，值得一看",50,124
CyberKnight电子骑士,2023-04-01 10:27:41,前半段惊悚中带着搞笑，后半段喜剧中含着热血。有点像一个大型剧本杀，真真假假，故事中嵌套故事，用喜剧解构惊悚。你刚心跳过速就给你整一段爆笑桥段，笑完了忽然来了一段兄弟真情。特别有意思的，是影片从几个角度展现同一个场景，让我们看到了，电影用魔力通过不同的叙事能给观众带来不同的体验。影片发展到最后，都是对电影的热爱！,40,42
阿暖,2023-03-30 18:40:08,一个剧组不得不“杀青”前的最后一夜，前半段是喜剧+惊悚，后半段是喜剧+反转，看到最后才明白，原来导演拍的是自己的人生。很难不被这个收尾所打动，在这个短视频和流媒体至上的年代，还有这样一群人怀抱着一个朴素而真诚的愿望：他们只想完成一部作品，只渴望能将它送上大银幕。无论专业还是业余，大制作还是低成本，每一部电影都是为影院而生。这对于马凯很重要，这对于每一个“马凯”都很重要。恭喜马凯，愿望终于实现了。,40,161
嘻嘻,2023-04-01 12:43:44,周一围最后痛哭流涕说这TM是艺术是对本片最大的讽刺，只拍出了夜晚，没看出哪儿了不起。,30,12
Peter Cat,2023-04-03 00:35:49,其实前两“幕”还是很惊喜的，够好笑也够吓人，也见识了马凯从《中邪》到今天成功的工业化转身。最后结尾，自然是败笔，或许是导演横店群演经验的私货，但放在这个文本里不仅割裂也是对前序类型构建的瓦解。但在中国市场下，这样结尾应该也有保全片子上映安全的考虑。我愿意把这个分数只给到前两幕，是值得看的，好看的。,40,12
大浩Colen,2023-04-01 06:48:47,假恐怖、硬煽情、不搞笑、毒鸡汤，同是“元电影”，全方位被《摄影机不要停》吊着打。,30,7
Pablo🌈,2023-04-01 19:08:15,tmd是逐梦演艺圈级别的,10,63
好好看电影,2023-03-26 17:23:17,恐怖和喜剧类型真的碰撞出好玩的情节，蒋龙演“不会演戏”演的真好。满满的都是导演的才华。,50,107
要丸,2023-03-31 23:38:24,完全是《摄影机不要停》式的戏实交融，但反转太多了，在明知道不可能有鬼的先决条件下，每一次反转其实都挺索然无味，缺乏期待的。最后上价值也完全是中国院线式的煽情，而非一种迷影的纯粹精神。但电影中的流行文化梗以及迷影梗也是不缺，懂的人还是能会心一笑。最后两段素材融合之后就彻底沦为了国产烂鬼片，也挺讽刺的吧，拍不出来的东西只能靠戏中戏来实现。另一个槽点就是价值上得太多，一次底层影视工作者的电影梦还不够，后面硬要再来一次兄弟情，实属玩尬的了。掐掉结尾混乱的二十分钟，是达到三星的及格作品。,20,26
晨微光,2023-03-31 23:33:27,其实中间有大概一个小时很好看，前后半小时看得非常痛苦，整体是把喜剧大赛搬上荧幕的感觉，别扭。结尾没拍成摄影机不要停，又尬演又强煽情的，非常痛苦！,30,17
淋酒,2023-03-31 10:15:48,过时的电影，全片给人的感觉就是导演没有才华，却已经把自己放置到了成功的位置，沉迷于讲述逐梦故事,20,13
乍暖,2023-03-30 18:01:53,马凯导演七年后的新作，拍了部国产片范畴内少有的惊悚喜剧。电影巧妙地融合了惊悚和喜剧两种迥异的元素，戏中戏的套娃结构产生了非常多不低俗的笑点和吓点，既延续了导演前作《中邪》里伪纪录片的真实刺激，又将《一年一度喜剧大赛》里主演自身的喜剧细胞发挥到了极致。影片还解构了当代短视频对电影的冲击，迷影梗很密集。喜欢横店卫生间那场戏后的一小时，跌宕起伏的多次反转和错位让我有小时候看港式僵尸喜剧片的欢乐。看到最后还有些感动，真正了不起的是为了梦想不停拼搏的小人物，可以感受到导演是真的相信那份力量。,40,152
Henrique Asano,2023-04-01 20:19:39,拍的是糙了点，但看到了一个导演对电影的初心,30,10
JoeyLu陆柏宇,2023-03-30 18:20:13,"难得能有一部除了开心麻花之外能让在座观众放声大笑的喜剧，有惊喜有反转更有正能量！
绝对的黑马",30,3
MinamiFans,2023-03-31 21:36:12,也不想去谈这电影本身(无论是形式还是内容)让我感到割裂的程度了，只是单纯觉着inside joke真的讲多了没啥意思，会给观众一种“部分创作者在创作过程中可以自我感动到拍了一部烂片也能给自己找到借口”的感觉。,10,40
武侠小王子,2023-04-01 21:02:00,"表演真实成功消解了""表演""真实，这何尝不是一场圈内的自我感动？",30,2
有为小朋友,2023-04-02 00:17:03,惊声尖笑的风格在国产片里算惊喜，监控视频与元电影的设定值得进一步钻研，致敬草根电影人的情怀令人感动… 然而作为一个鬼片出名还想在这条路上走下去的导演，“中国电影不能有鬼”就是最大的死穴。恐怖+喜剧效果的最大化止于丽妃回魂头几次的吓人，后面持续的追击和猴子造成的误会就显得重复疲沓了，最后竟然还要煽情，我不觉得影片可以妥善地安放这三种情绪… 联想到前段时间看的梅根，不妨开创一条人工智能鬼片的新路？ai异化，这是科学而非超自然力量，但又是计算机工程师也无法尽然解释的事？把鬼都推在ai头上，就这么办吧,30,1
麦旋风miki,2023-03-25 16:19:26,西安场点映。范丞丞的演技真的太太太惊喜了，以前从来没看过他的作品，我以为他的演技就是流量小生那种，但是这部电影呈现出的演技是非常成熟且精湛的，“领衔主演”四个字担得起。电影内容笑点密集，打破了与观众的第四面墙，电影中的电影中的电影。惊悚元素很有水平，有几个地方真的被小小吓到了一下，能在中国惊悚片里看到这样的水准我很满意了。马凯导演的《中邪》就是一部佳作，事实证明好的导演无论电影是否能上院线，口碑在那，质量在那，就值得相信。蛮惊喜的一部电影，笑中带泪，逻辑自洽，所有的剧情都说得通，不错的,50,69
开平彭于晏,2023-03-31 22:39:43,【25】谁懂？观看的过程居然屡次怀疑是不是有真鬼……惊悚和喜剧效果融合的太好了，全场级别的惊吓和大笑，隔壁哥们儿直接抱着我大叫，也是头回碰上全场鼓掌；丽妃吊死的那一幕属实瘆人，美中不足的是节奏不太行，几次反转的衔接都不算太好，尽管反转的结果都挺意外的，可是导演是真的不会煽情啊，后半段快给我尬死了！范丞丞是个惊喜，打破了他以往的形象，甚至有点子颜艺在脸上，他是懂反差的。总而言之这是一部内地院线难得一见的、质量还不错的惊悚喜剧——真的惊，真的喜！@了不起的夜晚·路演｜二刷,30,17
Colin,2023-04-08 00:20:48,第一遍：三幕式故事，剧本一般，但体验感不错。第二遍看就图一乐，感觉把拍电影这件事展示得太简单了，有些原因也没交代清楚，越看越难受,30,11
洲董,2023-04-01 19:44:18,我们就只配看这种，尴尬无聊至极的电影吗？,10,50
胤祥,2023-04-22 02:56:30,算是继承了《摄影机不要停》的精神气质。虽说这戏没可能一晚上拍完，不过作为剧组片，能有这么多反转，还是挺花心思了。当然为了让演员演出真情实感下这么大套也是有点……最妙的一笔可能还真是蒋龙老师突然搞梅派表演法（太TM好笑了）。后面各种上价值的部分有点太说教，不过也还算可以接受。,30,4
0o氧气o0,2023-03-31 16:17:09,最后的强行煽情，尬的脚趾抠出了三室一厅…其余就是网大水准,20,43
雾都一枝花儿,2023-03-26 20:51:47,"感觉看了一场加长版《一年一度喜剧大赛》情景喜剧，有点笑不出来。🙉
看到丽妃受伤去医院又跑回剧组工作的段落，我在心里嘀咕：我们东亚人民是否太爱工作了一些？（重点误）",30,6
LoVe,2023-04-08 23:00:57,轻松一下 逐梦演艺圈,30,0
十一伏特,2023-04-04 22:44:31,"已知国产恐怖片不能出现真的鬼，那么把故事背景设定在片场，用戏中戏来解决，是个挺好的思路。不过反复都是用演的反转，次数多了稍显套路雷同，而且倒带回退去插入解释显得没太大必要，很明显的设局。
拍电影有时是很容易，但也没那么容易，非要在半个夜晚完成改剧本、加演员、还有特技动作拍摄，这就很不真实了。至于结尾给所有人都是成功的正能量，就更拧巴，和闹腾一宿的气氛有所脱节。",30,1
亲切的昊子,2023-03-31 22:21:52,不得不说，恐怖和喜剧的效果是成功的，多处有梦回80年代港影的部分，但由于整体拼接感太重，即使自嘲恶搞致敬齐活，仍掩盖不了电影刻意煽情、强行升华和生拼硬凑的毛病。,20,5
长宁小龙猫,2023-03-26 22:10:56,今年观感最「异类」的电影，像是摆脱了引力束缚一样洒脱，导演构建了一个戏的世界，戏中戏里还有戏中戏，繁复的嵌套结构非常巧妙，环复回文的多重设计娱乐效果夜绝佳，用惊悚作外壳，不断探索戏的结构，然后内里是喜剧的内核，剧组筹备过程里埋下了种种伏笔和预设都在后段逐渐揭开，越往后看越惊喜。,30,2
L.C.,2023-03-25 19:55:37,低开高走，第十五分钟平庸到差点走人了，没想到后面渐入佳境，中间笑到前仰后合，后面泪点一波接一波，看得出来是真实人生提炼出的色彩，叙事结构也别出心裁。蒋龙演技跟随剧情前面平庸后面开挂，范丞丞也没掉链子，中间开始发力，总体超出预期。另外也展现了横店演员和团队的艰辛和坚持，真的是一群追逐梦想的人，我想他们比大多数人都活得开心，是同时期放映电影里比较喜欢的一部。于纳美国际影城点映。,40,151
