用户名,评论时间,评论内容,评分,赞同数
负一级特工,2023-01-31 11:26:37,7/10，有笑有泪，又有科幻元素，时长还短，那两部春节档头部大片拿啥来比？,40,3
豆瓣酱,2023-02-13 13:40:42,中规中矩，三星半，很适合大人带着小孩儿观看，以一部偏子供向的影片的标准来说毫无疑问是合格的。另外怎么这么多说抄袭《超能陆战队》的？明明主题和基调也不一样啊。照同样的标准，你们咋不说《超能陆战队》改装大白的那一段是抄袭《钢铁侠》嘞？,40,1
鬈毛毛,2023-02-06 17:29:32,"2023-01-22
其实就从女性内核这个立意已经杀爆一片假期档国产电影：两位反派都是男性，一位女性引导主角寻找另一位女性。还挺嫌弃最近几部都要搞大科幻的概念，像好莱坞山寨片，这明显是日常或者奇幻题材创作山穷水尽，只能靠噱头骗点观众。而且这部的情节连贯太差了，都不给你瞎解释直进主线；进步最大的是温情点包袱效果拉满，非常好哭，怎么说都抄到点上了——依然很难夸熊出没如何，毕竟很多概念都是一大抄",-t,4
蒋能杰,2023-01-24 09:20:22,陪娃大年初一看的，中间睡了会，被娃吵醒了接着看。,30,13
量子,2023-01-24 19:50:05,打斗戏能不能少点，这样教育孩子好么？把南洋抓回来那一下就不能是靠破解对方的电脑系统吗？熊妈妈驾驶船离开自己牺牲这样的桥段不会给孩子造成坏人能成功逃脱好人就要赴死的印象么？虽然最后找补回来，但如果不是机器熊呢？坏人逃到天涯海角真能抓到吗？希望编剧能更现实点宣传正确的世界观。谢谢,10,18
今夜冰棍,2023-01-25 18:01:40,烦死母职规训了！！初一晚上陪妹妹看的，刚演一小半，妹妹就趴我耳朵上说“xxx肯定是反派”（不剧透了，观影途中交谈是不文明行为），虽然就是合家欢的动画片，但你们这剧情也太敷衍了；3D效果差到还不如没有；片尾的短视频也很减分，总之非常烂！！,10,25
leafduo,2023-01-26 03:46:26,影片把自己局限在一个所谓儿童电影的圈子里，对成熟的电影情节进行拙劣的模仿，甚至很多镜头都能找到对应的出处，颇有名著青少版的意思。给儿童看的电影应当有自己的特色，应当有自己的表达，这样才能让所有人看得进去。但，不得不说，制作水准比b站《三体》是高多了。,10,13
blue dream,2023-01-27 20:20:18,那个触手总让我想起章鱼博士,30,23
J,2023-01-24 12:51:45,难得的几年如一日的国产动画系列，故事结构上有点偷懒有些模式化，但依然有新颖有趣的情节。,40,33
听风阁,2023-01-22 17:46:07,我闺女说，好大的光头强。我自己看了我想看的，又陪她看了她想看的， 完美！,40,36
Haruki,2023-02-13 21:38:00,你别说 每年都说熊出没再贺岁档质量最稳还真有道理 一个俗套但是成熟的剧本套上儿童向的处理还是贺岁档动画电影的优解 而且这个故事受众面意外得广 起码我看的时候还觉得蛮有意思的 我女朋友坐在我旁边一直哭,30,2
守夜小猪,2023-01-25 21:45:37,剧情俗套，略有牵强，动画做的很棒，视觉体验很好，片尾的表白特别加分，很让人感动,40,22
蜂唐罗隐,2023-01-27 11:25:30,"“孩子是他们的软肋”看这个电影最深切的体会
至于高科技的进步奇迹 居然是TM的爱...
PS:我没有童心了",20,0
二道贩子,2023-01-23 17:13:47,还行吧，流水线产品，打亲情牌，今年学超能陆战队，小朋友正好看过，教授一出来小朋友就说他是坏人……看明年学啥，学习进步！,20,31
Panda的影音,2023-05-07 12:38:05,东海教授：终于，我明白了一个道理，人们根本不关心过程，只在乎结果，只要你能满足人们的期望，你就值得享有名誉和地位。→ 既然能写出这样的台词，那我就好奇地想问一下主创及相关人员：《熊出没·伴我“熊芯”》最后熊妈妈“死而复生”的情节灵感是否来自于《超能陆战队》？那款很多粉红机器人的海报是否参照了《天赐灵机》的海报？……,30,1
D伯爵,2023-01-22 13:17:00,这一部很搞笑，梗很多，年年带孩子看,50,120
奇趣蛋蛋仔,2023-01-25 21:04:08,我心里的评分是7.5左右，但是属实被另一部烂片恶心到，熊熊至少有在认真讲故事，还讲得细腻感人，直接5⭐,50,32
波,2023-01-25 17:00:02,如果上一部可以打100分，这一部只能打20分。圈钱之作。剧情哄小孩，没有任何逻辑可言。小孩子看个热闹。,10,6
牛奶很忙,2023-04-23 17:34:31,比上一部原创性更高，更感动，只是贴假睫毛，文韩式半永久，有五根手指的熊妈妈是否有点那个了,30,0
半日光辉,2023-02-02 22:53:28,陪儿子看的，优点有两个，一个是时长较短，看着不累，第二是特效进步还是挺明显的，毛发，淋湿的毛发，优点炫技的意思。故事就那么回事吧，熊设和前作都没啥关系，光头强戏份少了，形象好看了。,30,2
我是小狗,2023-01-31 08:45:19,我的机器人妈妈,40,1
sammi,2023-01-22 15:25:06,今年看得第一部贺岁电影，小宝前些天就嚷嚷说看熊大熊二，今天就带他来实现心愿，小家伙戴着眼镜乖乖全程看完🤗AI、亲情、温情元素的结合，前面看得笑，后面看得感动🥲，电影深度超出我对熊出没系列的预想。3d效果的🍎、铁甲怪飞来的时候让小朋友很惊喜！,50,53
kakakarl,2023-01-27 18:26:28,依旧是科幻剧情线，没想到熊大熊二是被机器人养大的，从小就SI-FI……熊出没里的森林草地毛发的细致程度，真的都已经做得太好了。在其他3D电影不齿的那种很明显的3D效果，熊出没不仅仅做，还会做静帧突出它，可小孩子们就是很吃这一套，家长都是一个带几个小孩来看，能把几家人的钱都给挣了。,30,9
Xia,2023-02-02 20:56:04,挺感人的,40,0
oranges,2023-04-21 19:12:34,"比上部《重返地球》好看点，不过依旧俗套...
配乐听起来像是抄的DC“神奇女侠”出场专属BGM",30,0
小烨,2023-04-17 22:35:39,哭死了，熊出没可能要统治世界了，不愧是春节档最强亲子IP。,50,1
阿卡的丸子,2023-01-27 17:44:01,这种电影就不应该存在，给大人看最多浪费时间，给孩子看才是荼毒祖国的未来……,10,18
blanche,2023-01-23 18:11:40,孩子很满意，大人也满意。,40,15
纸糊墙,2023-01-26 12:26:20,2023.1.25,30,4
特摄动漫Klein,2023-01-22 15:07:15,"本人非常喜欢！熊出没系列，我已经看了九年了，每一次总是出乎我的意料之外，今年的电影也很好。在特效方面，非常震撼人心，全剧的剧情很紧凑，但也不缺乏欢乐。我认为这部电影的中心是———亲情（母爱）。这部电影想表达的也很清晰，在结尾部分，看到熊妈妈舍己为人的表现也十分感动，联想到了自己生活中的母亲👩，总而言之，很棒！具体有多好呢，希望你们自己亲自去看一看。也许会有更多的发现。
      最后，祝大家新年快乐！祝熊出没越来越优秀！口碑与票房如意",50,66
祖贤,2023-01-28 21:09:26,满场。设定很cult（去年就是僵尸片），搁美国可能得PG-13。,-t,5
十八爷,2023-02-05 00:00:49,皮克斯大乱炖之功夫熊妈再爱我一次,-t,3
fish,2023-01-22 15:43:51,意外的好看，剧情蛮不错的，感人也有反转，比很多电影都好。也是儿子的第一部电影院看的电影。,50,42
what's my name,2023-01-27 19:35:11,剧情低能，一眼看穿,10,11
第27章,2023-01-23 13:14:28,带娃去电影院看的第一部电影，很有纪念意义，过去的三年很少去电影院，疫情导致影院也惨淡，也很少有好片子。带娃嘛，只能看看动画片。孩子五岁了，也挺喜欢，孩子太小也不能去影院，坐不住的。至于影片嘛，很温情，中规中矩，挺适合家人孩子一起看。,40,19
😼,2023-01-22 15:14:50,刚开始一直疑惑熊爸去哪了，没想到中间转折完美过渡了这一点，熊出没你是懂平衡剧情的，合格的合家欢电影，有欢乐有泪点，唯一不足的是反派剧情有些老套了，但瑕不掩瑜，对得起春节档。小熊大小熊二好可爱呀～,50,91
hsihsia,2023-01-24 14:13:21,熊出没，这一代孩子成长的记忆，陪伴无数孩童长大，每年的大电影也成了我们这些大人过年时必不可少的打卡功课。正因为有这样的大IP，我们在节日里和孩子一起拥有了难得的欢乐时光。,30,8
黎荔c,2023-01-23 23:31:55,观感太差了，剧情方面，比起之前的差很多，画面正常发挥，更难受的点在于有点强行煽情，我后边一妈妈带一小孩儿看，一直踢我椅子，沟通无果，甚至有点仗着自己孩子小，认为我不会和他计较的态度，不管自己孩子，放任他踢，管不住孩子就别来看电影了，下次遇见，我可不会客气了，你教育不了，我替你教育！！！,10,6
国王KING,2023-02-01 18:17:37,第一次看熊出没的电影，有点超出预期吧，机器人和两只小熊的亲情挺能打动人的。,40,1
Cecelia,2023-01-22 15:53:28,今年的编剧太给力了 这么短的时长能这么完整的讲好故事 特效画面一如既往的好 笑点也很自然 真的太喜欢今年这部了！！,50,38
餮饕,2023-01-28 08:25:32,人工智能母爱,30,5
曾照彩云归,2023-01-26 22:44:31,幼年熊大熊二好可爱噢，女性角色很光辉,40,4
苏Ivy,2023-01-27 23:05:50,带儿子看的点映，竟然还是3D的，故事也不错，适合大一些的小朋友们过年看。,40,0
似锦。,2023-02-14 09:00:59,娃的第一场电影院之旅，也许是我错了，以为他会喜欢，结果闹了好多回不想看了，害怕，熊妈妈不见了时他又难过不会表达。确实有点一惊一乍。但他，好歹是坚持看完了～～～3D的萤火虫和飞来的苹果他都很喜欢也很新鲜。初五我跟老郭说我绝对不带孩子看熊出没（确实是有一点点鄙视，我错了）院线没有更适合幼儿园小朋友的电影，这巴掌打得不错👍,50,1
大树,2023-02-12 10:42:43,还不如在家看《中国奇谭》。动画片的技术我们掌握了，以后应该发力的不是特效，而是讲一个好故事,10,0
HULIN,2023-02-06 21:06:30,元旦前一天带孩子看的   以前从看过熊出没    但意外还不算太幼龄向    打发时间没问题,-t,0
悟空&憨豆,2023-01-24 23:42:08,合格的流水线之作。,30,9
frontboy,2023-02-06 23:57:24,票房这么高，俘获孩子们的最佳武器。,30,1
Fairy🍒,2023-04-18 00:13:35,"最近看的剧场版比较多，就很明显能感觉到熊出没这个ip的最大缺陷就是没有自己的特色，能看到个各种电影的影子，除了熊出没本身。
不过有一说一，这一部的熊妈妈刻画得真好啊，很喜欢这个主角，熊妈妈和小熊的故事多好看啊！熊大熊二小时候也太可爱了！虽然是套路的煽情故事，但还是能打动人，特效也是还蛮出色的。",30,0
麻雀,2023-01-26 17:08:41,满满的诚意之作，成年人有成年人的感动和热血，小孩子有小孩子的激动和欢乐！来年接着看,50,5
黑色大丽花,2023-04-02 18:04:45,剧情还可以，到后半段告诉你真相，还有点感人。不过不知道是致敬还是抄袭，杂糅了很多科幻片元素。比如《蝙蝠侠黑暗骑士崛起》最后的舍身取义，阿汤哥版《世界之战》，《哥斯拉》原子吐息，章鱼博士等。抛开这些不说，单说编剧剧作方面，已经比多数国产电影要好，至少没有像国产捞一把钱就跑的小成本电影那样尽整些尴尬玩意儿，还有也并没有为了反转而强行反转催泪。,40,0
驹光过隙,2023-04-16 17:29:31,温情主题的熊出没电影，前期还是有点低龄感，但后期更多的还是温情与感动，笑点不是太多，故事虽然老套些，但看完还是有被感动到,40,0
一杯柠檬茶,2023-01-25 14:02:55,"第二次春节档观影熊出没，完成度挺高的，合格的动画商业电影，特效，制作，剧本完成度，导演节奏掌握都是合格水平，主题和《深海》一样是找妈妈，但立意不同，亲人的爱战胜了人工智能，三组人物关系，女性科学家和博士女儿，研究科技发明被兄弟窃取，熊妈妈和熊大熊二，邪恶的兄弟俩，熊妈妈孤身赴死，童谣响起，令人感动。＃2023院线02,评分：7.0/10。",30,2
鱼是鱼的鱼,2023-01-31 19:47:44,陪小侄女看的,-t,0
付玲,2023-04-25 15:57:57,熊二蠢呼呼的，老可爱了。,40,0
哦空聶 ٩(͡๏̯͡๏)۶,2023-01-27 20:28:44,"6.8 满心期待，结果看睡着去。主要隔壁座小弟在开场10min里就给我剧透完了全片。

「你看过了吗？来看第二遍啊！」
「我看过了怎么会还在这里？」
「那你怎么都知道啊？」
「抖音里有的呀！熊出没解密！最后有三个彩蛋，很好看，很精彩的！」

年初三，和家中一串小屁孩们，马路对面电影院。",30,2
Cecila,2023-01-26 18:43:11,儿童电影都能好好讲故事不敷衍，其他的圈钱电影真的不会自惭形秽吗？不，他们不会，因为皮够厚,40,1
宣宣,2023-01-26 16:34:41,熊大熊二找妈妈，带着小侄女看，看半截到感人part，在那里哭着喊着要找妈妈，算是成功的儿童片吧,30,3
川🎥🎞,2023-05-01 12:00:21,"经过重返地球已经彻底转型成超级英熊片了，时不时喊几句family，掌握财富密码。
两场营救戏居然这么草率，三个主角直接莽上去，不禁让我怀念夺宝熊兵最后安排精巧搞笑有风趣的营救戏。",30,0
未卜,2023-01-25 18:05:19,以前觉得韩寒只搞春节档鸡贼，直到发现还有更鸡贼的，熊出没这个不咋地的IP借着同档期无敌手的大漏捡了多少钱。任你看遍春节档，也架不住家里领导必须带娃看动画。票价毫无优惠，还都坐满了。3D眼镜都不爱带的熊孩子还需要你当个垫高视角的肉垫子。,10,8
写日记给你看,2023-04-25 22:43:17,我就不该从儿童向作品里期待一些什么。,30,1
已注销,2023-01-24 10:17:28,太恐怖了！大人都觉得吓人得过了！不适合所有胆小的孩子！又浪费钱了！,10,5
虹的痣在左边,2023-01-29 11:27:39,能看,30,0
土卫六,2023-04-07 23:04:55,两个大人陪一个小孩一起看的，看的挺欢乐的,40,0
nasdia,2023-01-26 17:01:58,本来是帮姐姐看娃才看的，结果居然还不错，刷新我对熊出没的印象,40,5
djj,2023-01-28 10:31:05,虹悦城,10,2
rayliao,2023-02-04 21:47:08,陪小子去看，看没一半就不想看了，你第一次看电影，对三岁的你来说还太小了，我看了下，电影是做得很用心的。,40,1
chloe,2023-01-28 12:47:52,很棒～有剧情有效果～,50,1
卡塞尔少年,2023-01-25 15:37:26,非常抗打,40,10
荷气生财,2023-01-26 17:03:40,"好看呜呜呜，带我弟去看的，我比他哭的还夸张，可能因为我是妈宝女吧……我们不是生下来就懂得怎么去爱人，妈妈也不是天生就是妈妈，爱才是世界上唯一的奇迹。
还有，小熊大小熊二真的好可爱，太萌了，大过年的我更愿意看动画而不是某些晦气的演员。
略微剧透:没想到熊妈妈是机器熊，难怪力气那么大，而且经过毛色记忆改造后还能活下来。",50,6
小米,2023-02-12 16:05:00,春节带着侄子看电影🎬，侄子看哭了。我看睡着了。,30,1
需要复制的尼文,2023-01-24 12:24:37,刀我别用妈妈刀。妈妈和孩子永远双向奔赴。,40,8
玩儿少,2023-02-05 18:55:00,熊出没稳定输出，以亲情为主题，还有AI与生物的伦理问题，对于儿童来说肯定是很不错的动画电影了。,30,0
黑色的伯劳,2023-04-30 23:39:44,维持系列特色，保守+当下性+fun，不过不失，优于前作,20,0
虹的痣在左边,2023-01-29 11:27:39,能看,30,0
Shining,2023-01-26 17:09:50,挺好看的，感觉比上一部电影更好看，故事情节新颖也比较丰满，场景做得也不错，大片既视感，音乐也很好听，感觉这部大人小孩都适合看,50,4
小米,2023-02-12 16:05:00,春节带着侄子看电影🎬，侄子看哭了。我看睡着了。,30,1
留白,2023-04-24 21:09:45,太低龄化了,20,0
我爱沙尘暴,2023-01-24 21:55:41,不错。,50,1
瑞波恩,2023-02-03 20:24:46,这才是国漫之光呀！影博观影，一整个厅都是熊爸妈熊孩子好热闹。春节档里最合家欢的电影竟然是熊出没，诚意满满，3d效果简直快溢出大屏幕（好多熊孩子直接伸出小手去抓萤火虫和摘苹果了），目前看过的熊出没剧场版中最走心的一部，观看时想起王小熊猫的经典漫画《机器妈妈》，无论机甲大战科幻画面还是浓浓的母子情深都让人动容（最后不争气的内牛满面），邪恶反派大boss也让人恨得牙痒痒（彩蛋也很好玩），郁可唯的主题曲朗朗上口（熊出没几乎每一部大电影的主题曲都很好听呢），总之感觉比球2要好看，推荐！,50,3
玩儿少,2023-02-05 18:55:00,熊出没稳定输出，以亲情为主题，还有AI与生物的伦理问题，对于儿童来说肯定是很不错的动画电影了。,30,0
酸辣小星星,2023-01-29 18:24:01,这一部故事有点俗套，属于看了开头就猜得到结局那种，画面也谈不上特别精美，光头强还沦为了配角。反正两个娃都觉得好看就行了，每年过年带他们去看《熊出没》也无形中成为一种过年仪式，还是蛮好的。个人还是最喜欢《雪岭熊风》。,30,1
djj,2023-01-28 10:31:05,虹悦城,10,2
小傻瓜De萍萍,2023-04-16 16:04:18,这一次终于等来了“熊妈”，对母子亲情，感情线也是围绕在熊妈妈与小熊之间的母子深情展开，很简单、很常见，明白了在看护熊孩子的过程当中，产生了人类母亲的感情，中对打斗的动作类型营造，而是永远将真情、美好、快乐、感动等元素作为故事，以及母子情感的思考，让原本相对子供向的故事更有了成人世界的满足感，每个人也许不一定是妈妈，但每个人都曾经是孩子，只要有妈妈在，你永远都是孩子。,50,1
芒果,2023-01-27 22:47:10,效果越来越好，但是情节依然很低幼。好的动画片应该让成年人和孩子都感兴趣，各有体会,30,6
可爱,2023-02-08 05:23:58,带妹妹去看的，如果不考虑小孩子的现场反映，我甚至想给一颗星，并且在电影院里看着现场小朋友的反应，无数次陷入自我怀疑，我小时候看动画片的时候也这么傻吗……,30,1
Miss1708,2023-01-26 13:35:44,小盆友从头哭到尾,40,5
CQB241,2023-01-27 21:26:15,"with BB。年初六贺岁片b2b之一 。久违的影院体验，上一次进影院是半年前的《神探大战》感觉已经过了很久。。。比起之前国产贺岁片一味堆卡司各种电脑特效，今年比较欣喜的是更加注重对故事性和人性的打磨,b2b的两部片子（另一部是球2）都是如此，内核也有一些共通的地方（后面细说）。当看到机器人可以通过学习慢慢领悟爱的真谛时，我想身为有血有肉的人类应该好好反思自己，真的付出足够多的爱来陪伴身边最重要的家人吗，不要找借口再逃避了！",50,1
i_chips,2023-01-25 13:29:37,"小盆友看完表示非常满意，帮她打的五颗星。
《熊出没》大电影系列其实就是缝合怪电影。
《伴我“熊芯”》这一集里，把《终结者2》的T-800迷之微笑、《疯狂的麦克斯4》的摇滚战车、《阿甘正传》的漂浮羽毛等等都缝合得可以，整体上中规中矩，非常适合合家欢，绝对值回票价。",50,4
Prague Night,2023-01-29 19:17:18,带小孩看的，看睡着了,30,0
好消息,2023-01-31 16:34:19,带5岁孩子看完出来没让玩电影院门口摆的投币式格斗游戏机闹了一路脾气，气死我了,30,0
相对屋檐,2023-01-29 22:50:07,真好，煽情煽的真好！在我眼泪要流下的一刻，发现我旁边的观众也哭了！她擦了好几次，比我眼泪多！,40,1
侯国涛,2023-05-10 01:38:46,6.9，故事简单但很流畅，确实挺适合带着孩子一起看。结尾儿子一群小孩说妈妈爱你，明显是给宝妈观众们看的呀，片方很会。,30,0
小于稣牧,2023-02-12 16:56:37,2023.02.12 北国中都影城 与安安康康,30,0
烂掉啦,2023-01-23 16:13:50,年纪大了,20,2
ReMinD,2023-04-27 10:35:43,"熊出没已经有所升华了 从森林里的瞎打闹 开始探讨亲情和机器人被坏人利用了。
我没看过剧集 不知道是不是第一次揭秘熊大熊二的妈妈 故事讲圆了 还是个大团圆 值得一看。",30,0
小煎,2023-01-24 13:01:09,"《熊出没》＝《流浪地球》+《深海》。个人评分:6.9，喜欢这个IP的人或者小朋友可以去看。有些逻辑和转折冲突在小朋友眼里很正常，或许天他们也不会考虑那么多，在动画片里可能也没那么大的问题。但对我来说有些牵强了，很明显我不是受众。
有时候和小朋友一起看电影还挺有意思的，他们会实时的给电影反馈，让电影院充满欢笑，紧张的氛围。
最大的缺点:其实没必要做成3d的，完完全全没有必要，我记得好多年前，各种电影都流行3d化，后来大家意识到这样没有意义，熊出没，真的没有必要，（我猜可能是为了卖周边的3d眼镜？毕竟一副塑料片15）",30,4
CCCCChewingGum,2023-04-25 15:46:31,制作水平一流的、故事情节偏弱的、符合孩子观看的动画片，对成年人来说稍显无聊了。,30,1
Olive,2023-05-01 02:06:30,熊二喊妈妈的时候是夹子音哎，笑,30,0
秃顶抛光,2023-01-30 15:02:05,剧本比挺多真人电影电视剧来得用心。,50,1
南悠一,2023-01-28 23:30:05,市场上只有它，儿童们别无选择，真是可怜极了。,20,3
落木Lin,2023-01-26 20:23:13,"《熊出没》经过十余年的摸爬滚打已成功蜕变为春节档合家欢首选之作，其对情感的拿捏，故事趣味度的把控，情节冲击的稳持，已是炉火纯青。
这一部也不例外。主打亲情的核心下探讨了机器伦理的价值，积极展现了人工智能的陪伴对世界关怀的深化。
似乎科技、机器人已经和《熊出没》挂钩起来了，近几年的作品都是偏科幻点，回归现实的情节较少，让亲情架空在科技之上，共情的深度便下降了。
但总体来说这也是《熊出没》的一种模式，足够欢乐，足够合家欢，看点管够，看得很开心很放松，就算是十七八岁的小年轻也会被一些小幽默感染到。
年年都看熊出没，春节必备必须的。
所以说熊大熊二的妈妈到底是谁啊？",40,1
滑稽,2023-01-23 10:05:18,平平无奇,30,0
Dora Euro,2023-01-28 20:05:47,不如前几年。,20,6
爱琳,2023-01-23 15:48:54,真合家欢，这次是机器人熊妈妈，下次该让熊大熊二的造物主爸爸出场了吧。,30,9
