用户名,评论时间,评论内容,评分,赞同数
胖彼得与狼,2022-08-17 11:55:00,HKIFF 46；有幸成为第一波儿在大银幕上而且是IMAX看这部的观众。又一次在银幕上看到托尼老师的表演，听到熟悉的声音独白，很满足。影片受到墨镜的影响很明显，杜鹃的形象设计和镜头处理很像《花样年华》中的苏丽珍，而托尼抽烟的状态仿佛重演了周慕云。几段文字插入，水坛，时代感的营造像是在看《一代宗师》。可是墨镜的优点在于把一个简单的故事讲的很充实，而不是把一个复杂故事讲的碎片化。导演在本片的类型定位上较为模糊。流畅性不如《追龙》那样紧凑，但好在制作更细腻精致。,30,117
收到请回复（,2023-02-04 12:30:53,点映，我应该是大陆最早一批看到这电影的人了，俩小时的片子像两个世纪一样漫长，看的我直敲太阳穴。故事讲的不明不白，两位男主的对抗戏拍的若即若离、云里雾里，让我一头雾水；女主的感情戏更是匪夷所思，当贤内助也就罢了，渣男都出轨吸鸦片了，还不离不弃，何苦自己剥削自己，“电影可以还原历史，但是是拍给现在的人看的，要服务于当今的时代观念。”。有人说电影遇到了严苛的审核，所以导致成片不佳，我确实在里面看到了不少敏感的东西：性爱、国党、吸毒……影片里没有一个好人，而一纸特赦免去了他们所有的罪行，最后幸福终老，演职员名单前也没加几行小字，这种叙事我还是从来没有在影院见过，他标志着一种新的可能性。但有敏感内容便是好嘛？是无奈妥协还是噱头恐怕只有导演知道，反正我没觉得这些情节起到了应有的功用。,20,368
大奇特(Grinch),2023-02-03 22:29:16,不拍枭雄拍时代，不是类型是造梦，格局打开，诗意澎湃。在史实的基础上，发挥浪漫主义想象，试图洞悉历史的幽微。有意淡化吕、蓝的枭雄色彩，集中于他们的发迹与罗曼史。避免了与九〇年代港产枭雄片的雷同，却有王家卫式风格的影调。篇幅虽有143分钟，还是显短，只能是浮光掠影，尤其年代的跳跃是要追剧情的，叙事有断裂感，罗曼史倒可以慢下来稍作停留。镜头很贴演员，表演得到最大检视。有些回忆、幻觉和睹物思人的戏，像各式各样的梦，总会忘记，但那个瞬间会记得。许冠文的英文总结性陈词很精彩，和《抢钱夫妻》那段一气呵成的Last Tango异曲同工。,40,252
雲山琳琅,2022-08-15 23:48:08,有大製作的幾個通病 但是痴咗線⋯ 我第一次覺得兒女情長這麼好看⋯⋯ 也是結結實實地嗑到了⋯ 同人文都不敢這麼寫！  偉仔喊咗幾次我就喊咗幾次⋯⋯ 性別意識是差的但是鏡頭表達是好看的（雖然有幾段真是頂唔L順）  在想的是李/杜/曾的角色在本地的女演員群裡就當真沒有合適的人選嗎？我覺得顯然不是的  都只是因為「男人戲」功能化了女演員 男主的人格有多豐富女主就有多功能化 仲有 這麼多「常看常新」的對白真的看得心塞 和一些「唔好俾我知呢段配樂係邊個唱」的時刻 all in all 我竟然會想再看（雖然能預見到結果是受不了男性自信的外現） 為了氣氛加半星  雖然郭富城的毛孔 巨大無比（對不起   字幕都錯到離譜 credits也是,40,216
i-Kuma,2022-11-27 21:12:08,开头十分钟我寻思这片怪不得有岑建勋，涉及到以前港片不会谈及的英殖时期的各种政治和社会危机，还有点期待。结果后面140分钟坐如针毡，人物莫名其妙、台词、编剧、女性角色都单薄无比。音乐cheesy到爆！以后赠票也不看港片了，再见👋,20,255
王侯将相,2022-08-16 00:03:06,唯美艺术，难得的一部香港年代味的片子，不同于那些爆米花港片，几大主演都发挥的很好，是一部需要多刷的电影，很多细节和桥段都有伏笔。,50,177
may,2023-02-04 22:44:50,想讲一百件事儿，一百件都没讲好。其中不乏《春光乍泄》《雨中曲》《花样年华》《美国往事》《罗曼蒂克消亡史》，继音乐裁缝之后，头次见电影裁缝。,30,105
奇爱博士,2023-02-04 22:17:13,这部电影让我真切感受到，一个导演是怎么调动他自己所能调动的一切审美、记忆乃至是生命能量，掏心掏肺地、十分刻苦地以电影化的技巧去记录和诉说“我城”的历史和故事。这是属于翁子光的“香港往事”，更是一颗弥足珍贵的时光胶囊。,40,92
我爱鲭鱼小姐,2023-02-04 23:56:32,结束的那一刻解脱了,20,206
拜见冥王,2023-02-03 22:34:37,聊娄烨时聊过其叙事中的一组矛盾：时代之硬与情爱之软。《风再起时》也犯了这个毛病。影片借四大探长来讲述香港情结，各类拿来主义式的影像让影迷们怀想起王家卫、杜琪峰、关锦鹏的光影表述。然而，《花样年华》的情爱戏码削弱了风云诡谲时代变迁下的双雄对决，使得警匪扫黑权谋的部分节奏过快，而感情戏铺成得又过于细腻。这让观众在“风再起时”的孤勇与“风归何处”的哀叹中抓不住重点。不过熟悉那段历史背景的观众，估计能很好地把握片中情感与地缘的对应关系：磊乐忘不了日殖期间的小瑜，痛苦地戒鸦片（与英划清界限）；南江与他争夺的除了明面上的地盘、势力、金钱外，还有那个来自上海的女人（港陆的精神港湾）。黑警犯罪的皮囊下，依旧是一曲港人的悲哀：乱哄哄你方唱罢我登场，钱都进了鬼佬的腰包，至于上海，依旧是港人无法抵达的耶路撒冷。,40,102
眠去,2023-02-03 23:24:05,「人面不知何处去，桃花依旧笑春风。」一群影帝演技狂飙自不必说，梁影帝的枪戏大概是这个春天粤语片最好的复苏，香港的至暗时刻被拍得如梦似幻，梁朝伟弹琴，郭富城跳舞，杜鹃终于不再是天上的神女，变成了某人的白月光，还活成了朱砂痣。某天风再起时回首，恐怕那些抓也抓不住的才是真的。,40,146
lixunhuan,2023-02-04 09:15:24,没有墨镜的命，得了墨镜的病。用《花样年华》的慢镜头去拍《美国往事》的抽大烟，但是你的叙事节奏呢？你的内在逻辑呢？你的梅林茂和莫利康内呢？有才华的任性可以称作狂狷，没有才华的任性叫什么？姑且叫做无厘头鸠吧。,20,190
爱影客,2022-10-13 17:46:32,春光乍泄与花样年华双雄别扭版，学王家卫明显画虎不成反类犬,20,178
朝阳区妻夫木聪,2023-02-04 12:44:14,能够理解导演说的这是一封写给香港的情书，不是传统意义上的类型爽片，甚至都没有花很重的笔墨去展现两大传奇枭雄是如何一步步上位发家，如何“一手遮天”的，只是零星穿插了些历史注脚，反而把很多篇幅用在了展现他们的情感生活上，使用了很多风格化的形式。相比过往那些雷洛传、跛豪等经典港片，是不一样的呈现视角，也弱化了剧情张力，但一批演技派飙戏还是很过瘾的。整体的话，前半程因为各种闪回，视角的切换，导致有点散，且由于时间跨度长，多少有些浮光掠影，不太好进入，后半程双雄格局建立起来后明显要好看很多。其中好几场戏真的直接穿越到墨镜的片场，刚好还都是梁朝伟，导演通过这样的方式向大师以及昔日的那个香港致敬，也算是有心了。,30,60
陈小鱼,2022-11-23 21:45:55,托会长的福，看了优先场。我爱伟仔，眼睛完全离不开他！许冠文的戏也太好了，最后那场ICAC大战英国佬的台词，太有感染力了！导演影迷情结略重，居然犯了年轻导演的通病，贪心，什么都想要，镜头语言也不统一，哪里都拿过来一点。音乐铺的那么满，又什么都放进来，真是听得好辛苦。但有些感情虽然太满，却能看到导演某些灵气的处理瞬间。虽然都有些流水账，但比梅艳芳有料度好多。,30,67
嘟嘟熊之父,2023-02-05 12:06:20,"紊乱的语言系统。

急速剪辑与群戏调度间的矛盾，单场戏高低远近多机位如盲打切换，镜头对焦都成问题，造成故事脉络、空间关系和表演细节糊成一摊烂泥；

跳跃叙事与扁平人物间的矛盾，用频繁的闪回赋予人物沉痛的历史包袱将其定性，演员在跑马灯式的场景变换中摆出或凶狠或脆弱的剪影，以揭开刻板的因果式人性谜底；

佯装严肃的时代背景与矫饰浪漫化影像间的矛盾，生硬无逻辑的风格嫁接，滑稽的文青配乐选择；

导演尚不具备处理宏大叙事的能力，不具备用镜头组合（非演员表情）呈现人物瞬时情绪变化的能力，更别提去深挖帮派运作与主流政治的瓜葛、动荡年代与个体命运浮沉间的关系，但以上种种导演都想要，以实现他的《好家伙纽约黑帮爱尔兰人》之梦。像王家卫吗？像《摆渡人》时期的王家卫。",20,55
qpalzmwisjnx,2023-02-05 00:28:01,从郭富城和杜鹃跳舞开始还我票钱,20,78
科林,2023-02-04 18:56:58,"手电照明正义之光，内筒却藏不义之财。
焰火烧烬钢琴袅袅，认贼作父卖国求荣。
黑豹野心虎视眈眈，八卦算尽枭雄宿命。
香江往昔感怀神伤，念瑜旧忆哀愁难忘。
剪辑流水行云~摄影吴带当风~翁子光笔走龙蛇~",40,127
琉璃璃,2023-02-05 09:07:38,"一度很想从电影院里起身走人，至少前二十分钟到底在拍些什么，我真的看不懂。
槽点实在太多根本不想吐，但最关键的是：
怎么会有女人选择郭富城而放弃梁朝伟？？？",20,68
子戈,2023-02-05 09:59:15,"取名风再起时，显然是内心不愿一切随风。
最近正好在看香港黑社会史，会发现两地黑社会呈现为截然不同的样貌，他地是由黑社会填补了公权力的缺失，此地是公权力过大，成为黑社会的保护伞。但最终又殊途同归，只是形成了不同的分肥机制。
说远了，这部电影是对于香港现代殖民史的一次浪漫讲述。导演的情感溢于言表，浸透在每一帧画面里。
不过拨开这些浪漫，影片仍然关于一个问题：这里的规矩由谁来定？这个问题从影片开始就抛出来，贯穿到最后。
好在，时间终止于97前，甚至84前，再加上廉政公署的登场，又与当下扫黑常态化的叙事暗通款曲。但在我看来，它仍然关于港人的普遍焦虑。
只是，这些潜在心事，越来越难令人读懂，也没人还真的在意。",30,31
张小北,2023-02-05 16:34:58,注定会是那种观众意见分歧比较大的电影，影迷观众会很喜欢，普通观众会很烦躁……主要是这个故事应该是一个三四小时的容量，但又要在两小时左右讲完，那就只能舍弃必要的历史背景，也使得故事的拼接感比较明显。但香港电影还是需要王家卫和他的传人，还是需要有电影人去继续讲述这个城市的传奇故事。,40,35
圆圆（二次圆）,2023-02-03 23:12:44,少看点电影也挺好的，真的不必,-t,31
李湘,2023-01-15 23:50:52,郭富城梁朝伟杜鹃这样的阵容很难不爱。踏雪寻梅导演的新作。很好看。,50,67
sukisukiia,2023-02-04 17:33:45,碎片化的故事，看过后也记不住情节，记不住人物，只记得郭富城和杜鹃莫名其妙的舞蹈，廉政署公务员在最后大段的直白的台词，和草草交代的结尾。,30,71
谋杀游戏机,2023-02-05 21:28:28,大地本来疫情期间院线就亏得很惨了，五年前主投的这部大片，一亿票房都到不了，太可怜了…我还蛮喜欢这片的，虽然白莲花吕乐和狗血三角恋的剧情设定会让部分观众翻白眼吧，但怎么也不至于是烂片啊。美术、摄影、表演都没话说，好几场对手戏都设计得蛮有意思，视听语言比程耳还王家卫。我开玩笑说应该让那位说满江红一千万的大V来鉴定下《风再起时》值不值五个亿，因为看起来真的好烧钱啊！确实以现在143分钟的篇幅是承载不下这部“香港往事”史诗的，它有《流浪地球2》的爆炸信息量，有接近《满江红》的超常片长，有《深海》式的大量浅焦镜头、快切画面，从院线商业片角度来说的确对观众各种不友好，希望将来能放个导剪加长版出来吧。,-t,20
👸🏻👸🏻,2023-02-04 15:57:52,梁朝伟是在还什么人情吗。。,10,344
喵老师2333,2023-02-05 01:52:04,比《无名》还稀碎、还像王家卫，而且是21世纪10年代的王家卫。梁朝伟继续着易先生或者何主任的重生文学，有时又像是误入歧途的周慕云。可惜杜鹃不是张曼玉，再怎么妖娆也只是个木头美人。,30,35
自閉的Joey,2022-08-18 20:21:26,2022.8.15 hkiff 46 世界首映。去年買了票沒看成，今年終於看到。劇情主線不夠清晰，剪接稀碎，愛情線一言難盡，偉仔和許冠文的表演引人注目，彈鋼琴的偉仔真是太迷人,40,85
横公鱼,2023-02-04 15:40:01,电影院看到一半出来打的分，整个MV意识流拼贴，比电影学院习作都不如，再大咖的演员都救不回来，还没看的赶紧退票，只能帮你们到这了。,10,113
西楼尘,2023-02-04 20:27:22,喜欢的女孩被奸污，自己却什么都做不了。母亲横尸在了地面，手里的枪却指向父亲。这命是捡了件囚衣换来的，只是过早吹过了人世间的风。结婚前的长椅上怅然若梦，不想去见证死亡，却一开始就设定了爱情的凋零。鱼缸碎裂金鱼溺于茶酒，酒店焚毁纸币藏于电筒，这一世有风推着浮沉，也有烧鹅濑粉揾食入梦。,-t,32
momo,2023-02-04 20:13:42,从来没有觉得143分钟这么长过😅,10,88
toska,2023-02-04 02:41:23,一锅大乱炖。野心太大，两个多小时根本承载不了香港的三四十年。史诗不是这么拍的，要不就是历史的横切面，要不就是细水长流娓娓道来，快剪加大头贴不仅把我看得头昏脑胀也把历史的混乱帐搞得更迷糊了。一星给到表演。,10,51
李大有愛大時代,2022-11-30 15:32:41,"如果是想看《無間道》，那不要帶著這樣的預期入場。但如果是想看《美國往事》，會享受這兩個多小時。在快餐時代反轉類型片盛行的當下，翁子光還能耐下心來講述一段香港歷史，實屬難得，這會是華語電影史上留得住的作品。

唯美的畫面恰到好處的表演，時代講故事，故事造時代，感謝創作者帶給觀眾一個時光往事中不一樣的香港。

一封給香港的情書，情深而意切。導演調教演員的功力了得，不止梁朝偉、郭富城出色，杜鵑更給到驚喜，以及令人忍不住跟著流淚的許冠文。

精彩對白引人深思，反復咀嚼文字，才是這部電影有別於其他「炒剩飯」的絕妙之處。電影是風格化的，但卻也是易懂的。有誰會說精緻的家常菜不美味呢？",50,72
托尼·王大拿,2023-02-05 09:46:12,洋洋洒洒，一部微编香港史诗，对翁子光在当下电影环境中仍有这般的执念颇为钦佩；然则他对人物的处理都太过浪漫，吕乐与蓝江们在异国他乡忆往昔惆怅不已方显历史前进的无情，磊乐和南江颐养天年寿终正寝只是略显腐臭的一厢情愿。,30,17
连城易脆,2023-02-04 19:47:23,"纠结了一晚上以后，尤其是看了一些香港历史资料后，还是决定给导演一个更加积极认可的评价。

我必须要承认整个观影过程是非常有挑战性的，因为这是一部非常影迷向的电影，除了在叙事上摒弃了爽片的做法，且横跨几十年以外，镜头设计上采取了大量的特写和仰拍视角，特别是IMAX大银幕更加凸显了这种压迫感，同时144分钟的片长确实会感到明显的视觉和精神疲劳。

但是影评人出身的翁子光敢于在这个故事上，用这些大牌商业片演员做这种非常个人化的影像表达，还是很有勇气的，尤其是在听了他的一些分享以后，更是觉得他还是比较有追求的。

只是，这样的电影必然会出现口碑两极分化的情况，所谓的汝之蜜糖、彼之砒霜。对路人观众可能没有那么友好，但是看进去的观众，尤其是能get到导演这种审美的观众应该是可以吃到饱的。",40,35
朝阳区陆依萍,2023-02-04 21:07:08,一时有点不太知道，是《流浪地球2》难看一点，还是《风再起时》更难看一点。总之，好看的电影都是相似的，难看的电影各有各的难看～,20,63
Pincent,2023-02-05 21:55:27,3.1 不止一两处段落可以说是灾难，丁可的配乐部门很糟糕，但局部会被引发一些思考。某种意义上跟《继园台七号》是同一种意图：以时间与记忆为核心，在这座城市追忆似水年华，包含电影之爱，望向记忆、记忆里不真实的闪光点与黑色的斑点。翁子光不会回避那些看上去可怖的污点，如恋尸癖的欲望、南江在战争中真正存活的原因等…南江那个角色在创伤后仍能逐渐生发一种隐秘的、理性的爱，比较倾向于将电影理解为包含同性之爱的。对王家卫电影的回应比《无名》甚至更加直接，南江对蔡真并不真的存在男女之恋情，而是一种对《花样年华》的引用及其涉及到的对城市旧貌的依恋。,30,9
蝇王,2023-02-03 22:40:20,Yue ，非常媚俗，你可以在这部电影里看到无数电影，但都是有形无魂，如此杂糅以至于连自己的特质也被淹没。电影从头到尾只在讲述一件事：“男人至死是少年”。最简单的主旋律支线叙事也很失败，看不到香港，只能看到拙劣的美式摄影片场，看不到角色成长的精准过渡，只有错乱的时空，明明是私人的情感为主，但无法感受到真诚（春夏很好）。某几个片段，当我以为导演终于要放飞自我，使他恶心的调度嬗变，可惜半空中就坠落。,20,53
哈哈哈zz,2023-02-04 12:52:34,两大影帝加持都救不了稀碎的剧情，怪不得20年拿到龙标要等到23年才上映,20,83
Morning,2023-02-05 19:25:48,好糟糕啊，背景、人物、关系无一不是塑造表现得大失败的，在浮光掠影之中全然没有建立起来，其中还夹杂着一些莫名其妙的表现，比如约会场景突变歌舞片，要路人也要一起跳就太跳戏了，比如梁杜那场“人面不知何处去”的明信片画面拍法，突然打上文字，从整体上翁并不能将素材糅合在一起，这其实也是踏血存在的缺陷，但踏血是小体量且人物做得扎实，就不太显。电影是探长史诗，影像既缺乏厚重的质感，也不精致，那些陈设和服装都新的不能再新，好像第一天才正式被这个剧组使用，我也不喜欢宛宛类卿的感情模式，在这部电影里只是变成了逻辑，而没有情感，是技穷之技。最让我恶心的是婚宴一场戏，蔡真走下楼休息，坐在椅子上捶腿，这原本是可以写一个女性喘息的瞬间（前有和父吵架说自己选的人，后有为夫君生孩子做黑手），结果这里还要安排上南江男凝，很恶,20,27
刘康康,2023-02-06 11:21:03,导演拍得其实不差，有几段戏看得我还挺有触动。但属于非常典型的有佳句无佳章，整个电影的结构、脉络、人物、情绪，全都让人摸不着头脑。说实话，我从来没觉得穆赫兰道有什么看不懂的，但这片我看完是真的一头雾水，不知道导演想讲什么、也不知道那几个角色想干嘛？如果是想表达时代记忆的浮光掠影，建议学学娄烨的《风中有朵雨做的云》，也不是这个拍法。但导演调教演员的手段很好，把杜鹃拍得绝美，第一次感觉杜鹃那么适合大银幕。,30,23
亲切的昊子,2023-02-04 17:51:08,是属于翁子光的香江往事，相比时代车轮下的纸醉金迷、警匪争斗、政治上位的一笔带过，电影更侧重儿女情长，不过慢镜配乐过于泛滥，连叙事主线都模糊了，导演的无节制也让影像风格割接得十分明显，导致整体观感不佳。,30,16
奥敦,2023-02-04 21:24:58,【C】说它不好吧，对不起这一众优秀演员的出色表演、富有韵味的摄影、用心的场景设计以及各种有情怀的细节。说它好吧，又实在无法忽视这支离破碎的、无聊的、冗长的故事。,30,25
偏时差,2023-02-04 02:45:23,像一个三十集电视连续剧的超长trailer………,20,37
山上风下,2023-02-04 15:31:04,讲道理，这不比七人乐队×7要好看？雨中曲致敬或许恰好是雨中曲的同步，人面桃花也正是花样年华的时代。乱世中事件与人物的骨骼比较断裂是缺乏闲笔的肌理黏连，无法体现市井的众生，所以许冠文的发声更显得“正确”。仍然是好看的。丁可的配乐仿佛为春夏而生，先找回踏雪寻梅来听了。想看导剪版,40,124
KLY,2022-08-15 23:05:08,15/8/2022 @ 英皇iSquare [hkiff]。劇本剪接大扣分，感情戲同探長戲嚴重割裂，另外一直進入唔到磊樂既角色世界，而南江又只不過係翁子光版的周慕雲…. btw美術演技都好睇，好耐冇睇過咁游刃有餘既偉仔，做正劇既許冠文好睇到想求多d戲份比佢🥺,30,43
丽地呼声,2023-02-12 12:59:40,2017年在同一家影院看了同样的题材《追龙》，那时候那部港片质量好，观赏性强，口碑好，但观众也并没有那么爆，如此优质的港片在大陆市场已经现出颓势，今天再次观影同样题材的《风再起时》有点苦涩，人少的可怜，港片在大陆已经回不到2013年开始的《澳门风云》横扫春节档的时候了，尽管每年都会有一部过硬港片在大陆上映，比如逆袭那年十一黄金档的《无双》还有《拆弹》系列、《怒火重案》但已经没有了轰动效应，这片子演员演技没问题，老戏骨许冠文、吴耀汉、太保这都是从港片的发迹和顶峰一路扛过来的，只是导演把这个片子拍的过于文艺，没有爆点，时长也过长了。新一代大陆观众对香港那段历史没兴趣，香港皇家警察、英式正步、绿军装、驻港英军、ICAC、女王照片、14K、新义安，对于那些没看过港片影碟的新一代观众都很陌生了,50,2
逆鳞莫触,2022-12-27 20:13:28,梁朝伟还是回家盯着刘嘉玲别总跟富豪爬山了，再爬下去真有孩子了,10,58
是王帅傅,2023-02-04 13:31:44,一次香港电影的华丽诈尸,40,47
慢点儿,2023-02-04 16:24:14,导演野心勃勃 又搞历史又搞王家卫 140分钟有点顶,30,29
鹰旗,2023-02-04 16:24:57,看过最难看的电影之一吧，碎片化，装逼化，无逻辑，充斥着廉价的质感，人生中的四十分钟就这么浪费了，好奇为什么我会在这里抗四十分钟,10,51
思路乐,2023-02-04 16:01:36,【C+】同样的碎片化叙事在《踏血寻梅》里是生效的，因为剪辑从头到尾都有非常清晰的道德指向，并一路裹挟观众冲向末路的死与新生。但在《风再起时》里，这种叙事又难以成立。枭雄式的时代剧必然是幌子，内在仍是近乎空荡的格调，竭尽全力用影调渲染所谓的“私人情绪”，可依旧是靠着演员魅力来粗暴取代角色的本真。香港电影对翁子光而言只是一道容器，在这个过程中他只是一昧向内倾泻自己对不同类型的喜好，并不断效仿王家卫的皮囊（绝对是刻意的，几乎未曾考虑任何血与肉的填充），与导演前作相比彻底堕落成了矫情的精美鸡肋。但仍然有非常精彩的局部——比如南江缓缓叙述自己在抗日战争中的往事，影像终于作用在了实处，光就这个段落已经足以秒杀《无名》全片。,30,11
🧹🐥💦,2023-02-04 16:22:31,导演你应该是在洗钱吧？不然我理解不了你在干嘛😄,10,37
DeckardYang,2023-02-04 16:11:12,【4】非常难得地沉住气去描摹人物与勾勒时代，泛黄的主题被翁子光找到了最温柔的口吻讲述，城市在他们的指缝和步伐中变迁。,40,21
撒野,2023-02-05 22:03:12,是翁子光把心掏出来写的给香港的情书。看的过程中你会想到你之前看过的跟香港有关的一切。张爱玲王家卫陈冠中银河映像的配乐还有那本写重庆大厦的非虚构文学。香港的前世今生如此复杂混乱却又如此迷人，只要还有一个人在夹缝中在商业化大浪潮里用这么浪漫又真诚的叙述去说这百年香港往事，它就不会死去。,50,29
山下猫,2023-02-04 13:35:50,每句台词切一个镜头，简直两个半小混剪短视频，观众难受不？莫说人物，连像样的情节都没，靠精装美术和数星星掩盖空虚。可别再拿粗剪6小时当卖点了，就是失控和浪费，大量演员被剪，镜头切快看不到口型。不少旧片手法，街头拉胡琴想黄飞鸿，社团摔粥碗想洪金宝摔汽水樽，连“她不是rachel ”都用了，我们港奴十级大考。翁子光个知识分子样，但骨子里性别意识是基本盘，把男凝当痴情，该不会觉得自己拍杜鹃有何过人之处吧？春夏这种“终陷淖泥中”的角色实则为自己开脱。口上说为下一代，其实是恨上一代得益者霸着不分给“下一代”，写给香港的情书，都是西关风月纸醉金迷，就知道是身恨生不逢时当不了p客。梁朝伟真稳，谭耀文戏碎仍有光。徐天佑演郭天王少年，唉，他这个年纪在上个时代应该是主角了,20,32
Wayne,2023-02-04 23:03:52,想来想去还是给个中间一点的分数吧，电影质感很好，整体表演也很耐看，但叙事技巧实在是不太高明。一个直叙的故事散架成这个样子，完全搞不懂翁的重心到底在哪里，是人物还是时代？一处接着一处的回忆拼图是没办法扣上整个叙事图景的，只有东倒西歪的分散与不完整，各式各样的MV叙事在氛围上是铺垫好了，但在整个结构上是糟糕的且重复的。我看不出它的侧重点，只看到零散的叙述和记录。,30,9
好运锂,2023-02-07 22:38:27,距标记超过五年doesn't seem like it！连看两部托尼主演，都是他自己玩剩下的音乐还特cheesy，风格割裂但是杜鹃竟然有些发挥空间,20,3
四季交易會,2022-08-15 22:33:27,去年hkiff也買了這場，所以如今期望落差更大了（。）流水帳敘事，什麼都丟鍋裏燴一盤，但很多沒必要的要素，尤其是感情線，最後出來節奏稀爛。其實看得出企圖模仿wkw，但……【杜鵑很美就是,30,38
Feifei Sun,2023-02-04 14:36:12,"我居然完全找不出亮点？？？
叙事上一塌糊涂，相当赶剧情以至于很多地方根本摸不到脑袋，整部片子下来连个故事我都记不住
剪辑也是惨不忍睹 使得叙事更加懊糟
女主角全程司马脸
两大影帝的演技也不是很走心，最牛逼的居然是客串的许冠文
导演真的是墨镜王的忠实铁粉 随处可见模仿《春光乍泄》《花样年华》的痕迹
爱情线占主线但是却如此俗套的三角恋 那句“明明生的是男孩，不是女孩，你却非要让他叫‘念瑜’”让我在影院笑了好久
真的是又臭又长啊 救命",20,47
南瓜不开花,2023-02-04 00:27:24,有野心，然神散，画面且精致，镜头很堆叠｜跨越40-80年代香港的时代更迭与人物变迁，可以讲得很好，但让步于“情诗般的文艺劲儿”，杂散碎片消解了叙事，不伦不类的香港往事里的花样年华,30,14
毛绒绒,2023-02-04 19:22:27,后半段渐入佳境，是近年来香港电影里最没有“北上”气质的一部。摄影很美，配上胶片感的粤语长片质地和丁可的配乐，两个半小时的“香港往事”在大银幕上像走马灯般贴面碾过，如同亲历，仅这一点，复古迷就已经值回票价。许多的慢镜头，反而让电影更像一个打碎的梦。杜鹃非常美，虽然仍是旗袍香风，仍是人面桃花的败去，但这一次我在功能型的花瓶女主身上，读到了一点生命力。是会想二刷的电影。,40,84
