用户名,评论时间,评论内容,评分,赞同数
SundanceKid🌈,2023-04-30 01:48:17,这...当自己拍的是东京食尸鬼吗。张晓晨的颜可以给个不错的分,20,1
SailorJ,2023-04-29 19:38:17,这可是写过《笑吧皮奥莱维奇》的于奥耶,-t,0
W.史密斯,2023-05-01 18:15:41,网大电影拍成这个模样，有始有终，没有刻意擦边球，完整度已经很高了。基本上和上一部水平保持了一致，说明如一个电影烂，即使有那么多的明星，终究也就是一个网大电影。,30,4
左眼看电影,2023-04-29 23:00:07,鼓励一下吧，钱全花在特效上了，不过很有港片80年代的cult味,40,39
Hitomi,2023-04-29 21:00:18,我妈说好看，那就好看,40,12
申报记者何书桓,2023-04-29 19:17:20,至今不明白网大的受众群体都是哪些人,10,27
得嘞,2023-05-02 21:27:10,特效不错，网大里面不软。,30,2
嗦罗蜜,2023-05-09 00:42:17,网大仙妖其实大都能勾勒个蛮有意思的元宇宙，就是故事讲得不顺，开篇盲孩恨恐怖诡异，但也不知道和剧情有啥关系，中间绕来绕去，结尾还有反转，虽然煽情过分，但也还有个卡通类型的仙妖传的轮回壳子，就是儿戏了点，太岁的能力也没交代青醋，反派失去太岁轻而易举，然后弱鸡到爆。这个男主五官其实还挺有戏的，就是火候还不够，表演上给他的发挥其实不少，他都流于表面了，反倒是风小小形象虽然不恨出众，还有些仙侠的飘逸气质。总体来说，场面没做起来，故事也没讲透彻。该类型片其实应该好好致敬下早年的倩女幽魂。服化道置景和台词动作，特效不需要多强大，氛围做起来了，人妖难辨的乱世气氛是靠脑补出来的。黄沾的音乐一起，哥哥的声音忧郁飘渺，那个如堕云雾的氛围就弥漫出来了。好的音乐对这样的片子不仅是加分作用，简直就是画龙点睛，神采全来了,30,0
牧医见侍卫,2023-05-02 11:49:50,"-6.5分
-可能本身对虫子不感冒，前段还是比较那啥的
-整体看下来还可，但是工斧痕迹太重，结尾也是。。。",30,0
银敏悲,2023-04-29 19:15:44,发现一个规律，凡是节假日上线的网大基本都是烂片。,10,15
侯国涛,2023-05-05 00:55:13,7.0，表演、制作各方面都提升了很多，大片感更强了。项氏的视觉这块确实很不错，整体感很强，不过《奇门遁甲2》比他们拍的《鬼吹灯》还是要更细腻一些，明显是打造自己的IP了。比较不足的是剧本这块，还是有点松散，在情感上不够扎实，最后没虐出来。素儿选角也不太好，不像单纯小姑娘，有点显老。男主其实选角也一般，不够活泼，很多喜剧点没有演出来。刘雅瑟的完成度还是比较高，有点周迅当年的意思。,30,0
Rocinante,2023-04-30 22:42:06,还行，男女主角都不让人厌恶，台词尴尬的部分也都是编剧的锅。但是总归有点缺少电影感？,30,2
Mr.Hungry,2023-04-30 23:24:30,刘雅瑟圈粉，为国产特效水平高兴，剧本真的一般,30,1
月渐彩云归,2023-04-29 23:11:08,知道是网大，达到期望值就该给五星，刘雅瑟影后的实力是有的，虽然特效一般，好莱坞也有很多这种水平的作品。刘晓庆也是很不错的，吴因挺帅。,50,16
电视机,2023-05-06 22:46:10,中国版毒液，话说作为网大，这个水平比大鹏的那个奇门遁甲好多了,30,0
深秋,2023-05-07 12:23:44,这风格真帅，又想起伍佰大哥了。不过结尾大站也太儿戏了叭！少前面那么稳重，也许可以把诛仙的结尾搬过来试试。,30,0
胡阿忧,2023-05-10 22:04:27,故事有一定的深度，但是整体上有点儿散，对大魔王的描述不够细致，对前因后果缺乏足够的铺垫。对男女之间的感情表现很棒，在梦幻之间来回切换身份和感情，到底谁爱谁多一点这个场景表现的很不错。但是和奇门遁甲有什么关系呢？,30,0
淼大壮,2023-05-01 17:56:27,也没奇门遁甲啥事啊，直接叫捉妖记不行么？,30,0
颜落寒,2023-05-02 18:08:57,随便看看雅瑟小师妹。制作在网大里算不错了，就是剧本还欠打磨。,20,1
J.Wen,2023-05-05 23:23:01,这特效上的一成投资，能放在编剧上最终效果也会好很多呀,30,0
马斯洛负一层,2023-05-06 12:29:41,三星，特效真好！张晓晨演技真的很好诶！网大随便看看啦~,30,0
熊孩子爱评论,2023-05-02 03:47:03,这项氏兄弟电影不能看了 看了下导演出品的10几部电影没有一部电影超过7分 请问奇门遁甲在哪里 看完都没出现过,20,2
琥珀川,2023-05-01 23:51:17,怎么说呢，就张晓晨还行吧，剧情实在想吐槽又不知从何吐起，性格不合理的地方就不说了，战力也崩，剧情翻来翻去没啥惊喜光煽情了,30,0
LilHardboy㊎㊌,2023-05-08 23:47:40,剧本比第一部强不到哪去，特效美术倒还说得过去。,30,0
子戈,2023-04-27 21:09:35,"很少看网大，听说第一部是目前最卖座的网大，分账票房超过5000万，遂看了这部。
能明白它为什么那么卖。某种程度上，网大就像是制作更精良的B级片，奇门遁甲系列延续的是奇幻武侠这一中国传统类型模式，其在暴力惊悚程度和对怪力乱神的呈现上，是院线尺度可望不可及的。
某种程度上，网大更有纯粹的娱乐精神，不板起脸来说教，也不玩不痛不痒的小清新，而是注重强感官刺激的视听体验。这是对于院线的极大补充。
未来会更关注网大领域，它很有可能发展成独立于院线的一套新的创作模式和产业生态。自由有时候就潜伏在边缘。",-t,8
餮饕,2023-05-03 20:24:19,人虫大战特效版,20,0
长琴,2023-04-30 21:42:59,妈耶这川妹太岁老让我有种宝儿姐的错觉！,30,3
在下三水,2023-05-04 15:04:30,两星半。好一个毒液川渝分液。分镜有些乱，特效有些糙，台词有些作，身份悬念有些俗。其中一些猎奇惊悚的元素感觉若登陆院线大概率是难以通过审查，难道网大能够成为中国多元亚文化低调聚集、暗暗喘息之地？倒是没想到刘雅瑟演网大是什么操作，难道这片是金像影后之前接的？,30,0
宋小卡,2023-04-30 15:06:25,有人说是中国毒液，有人说是中国寄生兽，反正就希望下次资金够的话，太岁镜头再多点,40,15
越审越多,2023-05-02 04:01:43,网大的上限也要借用别人的IP？,20,0
LEO LIU 一舟,2023-05-02 20:36:06,剧本差了点意思，如果有好编剧，可以更好，不过也比很多院线片好多了,30,1
凯文·史派东,2023-04-29 19:14:13,第一部是院线烂片，第二部是网大烂片。,10,17
刘振华,2023-05-01 10:01:31,"片子本身不功不过，没什么大毛病，但也没什么惊喜，总之就是走流程把一个自我感动、自我救赎的故事讲完了，作为网大来说已经很好了……奇怪刘雅瑟作为金像奖影后，为什么开始演网大了？祝你越来越好吧！挺看好你的……",30,0
胧月夜,2023-05-09 23:18:22,emmm，就真的很像捉妖记。而且第二部感觉在走日系风是怎么回事？男主和女弟子的感情戏，和妹子的亲情戏又交代得不够清晰，其实可以渲染多点粉泡泡的。,30,0
星尘战场,2023-05-02 11:40:55,不如上一部，山寨毒液的感觉太强了,20,0
大上海红牡丹,2023-04-29 23:48:32,无论什么演员，拍了网大就废了！,10,8
迷蟲朋克,2023-05-01 14:55:01,"虫妖太岁的设定好惊喜！！就是要这种恶心扒拉的密集感才有味道，吸溜（但我想的不是毒液是寄生兽hhh）张晓晨本来就蛮适合怪奇世界观里的流浪道士，这次真的演了有点感动QAQ之前风起陇西死得太早了.....噗。但我很不爽为啥结局两个人就不能踏踏实实在一起呢！！啥意思啊轮回失忆可还行（翻白眼）。
对我这种鬼怪奇幻爱好者来说，口味略轻，真希望能在大银幕观看，那个触手的肌理纹路细节，视觉效果越好越爽。反正比前面两部要好多了。（再安利一下82版的《奇门遁甲》《追鬼七雄》和《新僵尸先生》，这个题材的王者之作orz）",40,6
黑白先生,2023-04-30 18:43:12,作为一个网剧来说，特效已经拉满了，国产毒液的剧情，已经是很良心制作了,40,16
鱼·无,2023-05-02 14:00:15,美术、道具、特效都不错。开头很有吸引力，中间情节和剪辑不通不和谐的地方颇多，比如想在怪物片里搞文艺；请了刘晓庆来演戏却只有站着一个姿势；几个小配角花了笔墨去铺垫但可有可无；大师姐毫无存在感等。,30,4
倒戈,2023-05-07 12:34:07,我是看了个啥,20,0
杜望川,2023-05-05 16:05:35,故事包括了主流网文的基本元素，特效也不错。但一则选了比较恶心的虫妖，二则最后觉醒大战有些潦草，没给足太岁戏份，三则完全脱离开了奇门遁甲的力量体现，所以不如第一部。,20,0
张轩洋,2023-04-29 16:47:31,原来是个低配版“毒液”,10,8
走道尽头,2023-05-01 21:37:33,久违的奇幻感，有那么些上世纪香港cult片的气质，必须夸夸刘雅瑟的古装造型，英姿飒爽又带着一股侠气和仙气。前中期的剧情展开时而突兀时而合理，结尾“梦中梦”的揭晓才知是编剧的叙述性诡计，把前面不合逻辑的剧情给圆了回来，甚至结尾还升华主题了——究竟是Ta们活在我们梦中还是我们活着Ta们的梦中。,30,1
bi闭嘴闭嘴,2023-04-29 19:52:50,"剧情不吸引我。最后男主收服太岁赶时间一样很快就情节逆转，有点突兀。
就是看个特效打斗吧",30,4
两元,2023-05-05 16:21:35,还行吧，这种网剧有时特效看着挺唬人的，但是太过纯特效了，一直觉得特效加实景才够逼真，不然容易做成动画的感觉，不管看着多牛逼。看了半天发现这是网剧奇门遁甲的第二部，不是院线版的，当然应该是一个宇宙，里面四个师父人设还是原来的，大鼻头，洗法师，道符师姐还是原来那三个演员。戏法师和上部分男主换人了。,30,0
缺觉,2023-05-05 16:22:41,特效美术真的不错，剧情再见。,20,0
瞎画郭,2023-05-07 15:51:05,真的不会被漫威告吗？,20,0
私物語君,2023-05-01 10:03:45,中国版的毒液+演员请就位。男主的演技非常适合这种台词不多，全靠画面独白来撑时长的风格。女主一直找不到自己的角色。刘晓庆这个钱是比较好赚的。没有打戏，只有CG。,10,3
L.C.,2023-05-06 13:27:40,很不错，可以用制作精良来形容，小小和吴因时间线、奶奶线都很惊喜和感动，但非要有女主祭天环节还是挺瑕疵，两个女主就真的那么不可调和非要死一个男主才能成长？女主不能拥有自己的花开吗？女人的命也是命。多一星鼓励国产玄幻。,40,0
海牛,2023-05-02 17:46:46,能看到不少流行片的影子……感觉还成。,30,0
hexdiad,2023-05-07 15:47:34,并不难看，特效在线，演技也还行，Cult也对味。值得鼓励啊！完成度比很多所谓院线大片都要高。对于网大来说，绝对是精品级别。,40,0
一滴水,2023-05-01 16:51:53,川渝好太岁，轮回奇情恋。节奏和第一部差不多,30,0
电影上言君,2023-05-06 09:48:10,国内版毒液不过分吧。虽然拍成这样也是强于第一部的。,20,0
Spy Liu🌈,2023-05-03 00:38:40,中国版毒液，特效还是很廉价的，虽然故事尽力在写了，不过依旧确实是网大水平,10,0
ILM,2023-04-30 02:35:37,演员相比网大，真是升级了，虽然里面很多基本工具人，过于扁平化了。剧情还行，一点小反转，挺用心的。特效不错，就是各种大虫子，有点单一。但无论如何，网大里面高配了。网大还真有些可以看看的电影，比如还有之前那个飞狐外传，还有谢苗那部盲剑客的，都挺不错,30,2
拐了,2023-05-01 23:08:46,比很多院线片要好～,30,0
波罗的海,2023-04-29 19:36:29,一句话的故事，硬编了90分钟！,10,3
不2良民,2023-05-08 19:07:14,中国奇幻片的正确打开方式，终于洗掉了诛仙的尴尬。张晓晨又骚又帅又痞颓，剧情是很动人的爱情故事，结尾的反转也完全没想到，这片完全有上院线卖个几亿的实力——发现有点迷张晓晨了，希望他永远不那么红,50,1
神秘列车,2023-05-02 08:25:01,"“还是这一套，三年了，一点长进也没有。”
三十分钟后跌到及格线以下，拿徐克的概念狂蹭，但还是不会讲故事。",10,0
彻夜疯歌,2023-05-03 14:02:49,特效堆砌，花里胡哨。N,30,0
一个人的七区,2023-05-01 23:35:52,作为网大来说，这回剧情还可以，前面埋了个大包袱到最后来个反转。可惜特效和打斗反而不如第一部。,30,1
四有新人,2023-05-04 16:42:37,这种中国元素堆满的魔幻电影，总有点粗制滥造的味道。项氏兄弟？,20,0
茜红柿炒蛋,2023-04-30 14:28:12,故事比第一部有进步，但是整体还是时不时靠煽情在拖时间，所以会习惯性冗一下，又冗一下。主演比第一部强，张晓晨和刘雅瑟的代入感比第一部的男主强了好些。但是天邪设计得不够，以刘晓庆的演技，天邪这个角色可以更复杂立体。,30,0
六月十五小满,2023-05-03 00:55:14,故事太弱了，特效设计和动作设计还可以。张晓晨可以一直拍这个IP啊。,30,0
梦之安魂曲,2023-05-06 22:25:16,勉强能看看，比1差了点。如果愿意再多花点钱的话，上个院线没问题。,30,0
zorro628,2023-05-02 18:59:23,"比一般网大好点，可以看看！一句话剧情是男主被太岁附身，加入雾隐门大战虫妖！
前面挺好，最后反转的有点俗套了！变成俩人的爱情故事，俩情侣你复活我失去记忆，我又复活你失去记忆，还忘不了你那碗打卤面！",30,0
劉二智,2023-04-30 22:51:38,还不错啊！比想象的好看的多。演员们加油呀！就是特效差了点，不过无所谓，也不是什么大制作。,30,0
山竹师兄,2023-05-02 20:50:07,守护者，是ISFJ这类人吧。,30,0
小菲二二,2023-05-03 00:56:08,特效还不错。太岁，中国人自己的毒液,20,0
Girrrrrrrrrl,2023-05-03 17:08:03,"作为网大够良心了，有刘晓庆做大反派还有做得确实很渗人的特效，虽剧情的确简单到儿戏，看到最后情侣之力大爆发没忍住尬笑了，把大蜘蛛当风筝放也很难绷，而且不由得说一句“可恶给他装到了”，不过起码捉妖什么的阴森氛围渲染得真不错，还要啥自行车？感觉居然比上了院线的前作要好看一点…

PS：男主最后那一笑怎么那么像吴京啊！",30,0
晓东,2023-05-02 15:19:15,特效有点出戏了。,30,0
绷带僵尸,2023-05-02 23:57:13,奇门遁甲之毒液,20,0
开心快乐每一天,2023-05-04 14:57:28,忘记有多少年没看这样深代沟的片子了。,10,0
咕叽叽,2023-05-04 22:14:39,一般般，但是特效还不错,20,0
过香积兽,2023-05-01 12:12:44,太帅了 网大天花板,40,2
杜夫特,2023-05-10 09:54:14,天邪（刘晓庆）：三年了，一点儿长进都没有……,30,0
益生菌,2023-05-01 02:25:19,谁在谁的梦里,30,0
skaz,2023-04-29 21:51:17,特效服化道的精致程度媲美院线 演员阵容也来了一次升级 总体来看属于网络电影领域的top级,30,1
Iamsupercooool,2023-05-06 00:01:57,好像比第一部还差一丢丢，可能因为不是在电影院看的？,30,0
垚子,2023-05-02 21:34:41,陪我爸看的,40,0
益生菌,2023-05-01 02:25:19,谁在谁的梦里,30,0
skaz,2023-04-29 21:51:17,特效服化道的精致程度媲美院线 演员阵容也来了一次升级 总体来看属于网络电影领域的top级,30,1
laoji2211,2023-05-02 21:43:23,不小心看了,10,0
墨澈,2023-05-04 23:26:17,感觉经费不足，人物凹造型造氛围的时间，比打架还长。特效一般，主要动作设计太差了。编剧里居然有徐克，这是挂名的吧。,20,0
Iamsupercooool,2023-05-06 00:01:57,好像比第一部还差一丢丢，可能因为不是在电影院看的？,30,0
马里扬泊列的树,2023-05-03 22:00:56,世界观不成体系的讲不好一个故事，导演是怎么做到一直有资金拍烂片的？,20,0
我叫里昂,2023-05-03 01:51:27,稍微比其他网大强一丢丢丢，特效比较差，也由此看出，在没有特效的年代电影制作者是多么用心，女主看着眼熟，原来是智齿里的女主角,30,0
王里奥,2023-05-02 20:32:54,咋说呢，剧情垃的一批，但是部分小细节小设定倒是很不错，再网大里属于很不错。,30,0
杰哥哥,2023-05-04 02:55:16,网大越来越漂亮了，就是故事打磨的不够好，讲故事的方法也是，特效还挺用心，就不要太在意逻辑呀，演技呀，所以剩下的就不知道能有什么了,20,0
lord5180,2023-04-30 20:52:30,上半年最好的大陆电影,50,3
❤放下那包子,2023-04-29 22:07:46,黑衣人+毒液…特效还挺好，虫妖原型一定要这么吓人吗……不能美化下吗,30,0
魔罪神罚,2023-04-30 21:19:30,中国版毒液黑衣人,30,0
南方,2023-05-01 19:42:30,勉强,20,0
Sincerely.,2023-04-29 23:38:47,"被骗 我以为是徐克那个奇门遁甲的续集...（虽然那部也是烂片）毕竟爱奇艺VIP就能看 那就看着玩呗
唉 浪费时间",10,2
垚子,2023-05-02 21:34:41,陪我爸看的,40,0
飞逝即殇,2023-05-02 02:39:40,演员演技还行，刘雅瑟演技确实很不错。但剧本实在太单薄了……几个师兄弟纯纯的配角，没有半点灵魂。男主的妹妹这个分支情节有点弱，包括青楼老板娘那点煽情的部分也因为俗套而不讨喜。男女主没有半点CP感，最后原来男主就是原搭档，还是没什么CP感……,30,0
周白之白,2023-05-07 14:35:30,无聊。,10,0
新之助,2023-05-10 23:23:22,不功不过，故事没什么问题，挺清汤寡水的。,30,0
毛舜禹,2023-05-09 16:13:05,引子颇有氛围感，其他是什么义乌毒液？,20,0
再见,2023-04-30 06:07:50,看到了点星爷和东成西就味道,30,0
橘子汽水,2023-04-30 15:23:41,缺少了奇门遁甲的元素，顶多是平稳的玄幻仙侠电影剧本，其实全片的特效还算是在线的，除了最后的boss战拉垮了，是真的像调侃的一样没钱了吗，结尾倒也不必强行探讨什么梦不梦的，真没人在意。,30,1
咖啡不加糖,2023-04-29 22:57:58,懒得吐槽,30,0
404,2023-04-30 01:27:10,中国版毒液,30,0
春风十里不如你,2023-05-01 11:06:52,还行吧，为了看看刘雅瑟。,20,0
Stephen曹曹,2023-05-08 22:10:29,就冲前十分钟，就够给个4星。,40,0
De,2023-05-01 21:45:44,3.5.  你扎我！,30,0
Doorsing,2023-04-30 15:39:43,如今连网大都拍到这种程度了，那些院线烂片制造者们的脸都被打烂了吧？厂公真是慧眼识珠又善调教，张晓晨的表现甚至让新晋金像影后都黯然失色，盛世美颜引得对象一直鸡叫不断。btw，有一段竟然cosplay了《无极》里的风筝桥段，不知算致敬还是恶搞啊，哈哈😆。,40,8
最佳配角,2023-05-01 17:36:42,功夫不够法器来凑，剧情简单特效来补。赶集似的节奏，人物，铺垫不重要。快餐网大，管饱。,30,0
海蓝,2023-04-30 20:02:52,有种毒液即视感，那句吃生的容易拉肚子好好笑。意外的观影体验还不错。,40,5
红莲与白鸟,2023-05-04 23:02:57,剧情很老套，特效和演员还不错,30,0
徐达,2023-05-02 13:44:43,没太多花里胡哨的，就是把简单的剧情拍好，在解密个悬案，让观众了解到之前奇怪的伏笔是怎么一回事，特效够了，改拍好的拍好。比较扎实的一部电影。,30,0
鱼骨,2023-05-02 13:45:00,尚可吧，基本算网大一线水平了。故事太多拾人牙慧的影子，《功夫》在片子里隐约可见。,30,0
妖精的妄想,2023-04-29 21:58:36,一边运动一边看的，花了这么多钱找了这么影评人来推也还是个多了30分钟的网大,10,3
Vince,2023-04-29 21:04:04,我觉得应该给5星，算是鼓励，也是给导演和剧组用心的回报！以一部完全没有流量演员的作品来说，拍成这样已经完全达到了要求，无论是气氛营造、悬念设置、剧情、还是特效，当然演技还是有待提高。,50,7
青岚,2023-05-02 21:23:48,"不错啊，好看的，有那味。相互守护的故事，很久没看到有侠气傲骨的片儿了。中间部分衔接和交代略弱。川味儿的太岁妹子很棒。
刘晓庆哦，就用用眼神也很有戏，可惜了了，这僵脸和法治问题。",40,0
海盗天台放映室,2023-05-05 09:13:19,冲着刘雅瑟看的，我以为是徐克版的二，原来网大版的续集，一我竟然还看了。怎么说呢，你要按照网大水准看，那肯定是头部，不管是特效，剧情，演员，甚至逻辑都是完整的，但剧组显然又不觉得自己仅仅是网大，可真和徐老怪的狄仁杰系列比的话，那肯定又是相形见绌的。怎么说呢，能看，不难看，但也是各种大杂烩，看完就忘了,30,0
嘿哈,2023-05-02 17:50:17,编剧居然是于奥和周铁男！收获了小时候长途大巴车上看香港b级片的快乐，完成度挺高的～,-t,0
高人一等,2023-04-30 18:11:19,合格的爆米花电影 国产网络电影竟然有这样特效 让人感到非常意外和惊喜,40,2
🌈大灵铲屎官,2023-05-02 23:34:28,就是个国产网大缝合怪，包括不限于《毒液》《黑衣人》《寄生兽》《复仇者联盟》。。。,20,0
江流儿,2023-05-07 00:53:55,花花，一声鸡皮疙瘩,30,0
孔龙,2023-05-09 19:38:09,法术设计感不错,30,0
游园惊梦,2023-05-07 22:32:21,老港片子的风格，很好看！服化道音乐演员剧情都有，不错不错,50,0
石在深海,2023-04-30 17:03:16,有逻辑就行,40,4
电影伊森,2023-05-09 11:36:14,整体两星半吧，中国版“古装屠杀？”，看得出来作为网大真的很尽力了，特效和画面质量还是可以的，不过现在真的是越来越少人去拍玄幻了，多给半星支持吧！,30,0
支离益,2023-05-03 19:12:03,"因为枪稿的推荐用两天看了这个系列，本来觉得那就是篇软文，但还是抱着“就当是被骗了”的心情来看看，结果还不错。

第二部比第一部更有意思，虽然整个剧情其实完全一样，都是一个人得到了某个东西获得强大力量，然后又被妖怪盯上，最后女友祭天小宇宙爆发。

不过第二部更加拓宽了世界观，制作水平也提升了一个档次，已经完全可以比得上院线电影了。

可以看到这部片有很多以前港片的影子，有一种黑暗奇幻武侠风，本来以为这种风格的电影已经绝迹了，没想到会在网络电影里看到，很惊喜。

只是这个结局太矫情了，有必要你忘我，我忘你的吗？自以为是在保护，根本是自私啊。",40,1
江左,2023-05-07 21:12:19,太岁上身有点像毒液，不过故事很中式，就格调比较低了。,30,0
義*破阵子,2023-05-09 02:11:58,已经是超预期的网大了！,20,0
",Ծ‸Ծ,",2023-05-04 09:09:40,凑合吧，后面也能看出来毕竟还是网大，本应是高潮却束手束脚起来，钱不够了吧大概,30,0
胡天柒月,2023-05-01 13:21:44,三年了，还是老一套。听出作者的自嘲了。,30,0
我们的恨丶,2023-04-30 15:16:08,3倍速看了1个小时弃了，项式出品，必属烂片,10,2
反感南朝鲜,2023-05-09 18:08:59,多一星给特效，男主一个面瘫脸，演技太差，整个剧情的逻辑也是漏洞百出，根本就是瞎搞,20,0
沉山泥🐇,2023-04-30 11:41:39,张晓晨帅到我想给五星。其实怪力乱神和道教的天马行空结合得不错，全片的美术也很不错，审美有在线，特效也做得不那么五毛，虽然我中途睡了一下，但总体是我喜欢的风格。刘雅瑟的戏路是不是有点重复又重复？,30,0
纳德性,2023-04-30 10:08:08,两星半，能看完。我个人挺想看能正确介绍道教文化的本土玄幻片，可那种反倒容易被扣封建迷信的帽子。所以能理解为什么现在很多玄幻等同于胡编乱造。,30,0
方小北,2023-05-10 23:21:12,又名四川毒液,30,0
亿万露电,2023-05-10 17:48:03,上一部作品极其出色的选角和鲜明的艺术设计在这部续集中付之阙如，大概因为请了刘雅瑟、刘晓庆参演及金培达配乐，所以，其他能压缩成本的地方全都深深流露出寒酸和得过且过糊弄人的特色。这个电影生动地展现了被日本动画漫画的“特色”荼毒的编导们的审美和创作现在到底有多低下，“道”、“守护”这种烂俗台词乍看上去在临摹《火影忍者》，人与妖邪共存的设定又让人依稀间看到《恶魔人》、《潮与虎》的影子，一阵深耕与乱炖之下，原作的精华与营养荡然无存，只留下纯粹的糟粕与流俗。制作方竟然还有勇气和野心还要继续制作第三部，更是深得当代日本动画漫画作品幼稚天真自我感动不知所谓的精髓。,10,0
四【空虚,2023-04-30 20:32:10,高光场面也太多了直接看不过来，奇门遁甲2有点东西的,40,4
Zack Zhao,2023-04-29 16:45:49,瞎看看，女主有些熟悉，是《天龙八部乔峰传》的阿紫。,20,2
Caroline,2023-04-30 21:53:38,挺好的一部片子，看到了周星驰的叙事，徐克的武打，王家卫的艺术表达。内核稳定，逻辑通畅，审美在线。唉，张晓晨为什么没红，明明有巅峰时期金城武的感觉呀！,50,3
vouhhhhh,2023-04-30 14:22:22,还特么可以,40,1
eros,2023-05-01 17:19:45,真是离奇的阵容。,30,0
Fedd,2023-04-30 20:37:51,开头很有中式恐怖的味道，这点很赞，剧情简单后面大战有点无聊，可以把刘晓庆能力再弄大点，3星，多一星给中式恐怖,40,8
行者,2023-04-30 00:06:53,故事简单一点，反派弱鸡一点，在网剧里可以了。,40,1
结球甘蓝,2023-05-01 04:10:14,后半段真难看啊。,20,1
醒醒🌟,2023-05-04 14:45:35,作为网大很可以呀！,30,0
