用户名,评论时间,评论内容,评分,赞同数
雾都一枝花儿,2023-04-29 20:49:14,依旧是屎尿屁的喜剧套路，咱就是说真的看腻了。戏里戏外的男凝都太严重，建议原地爆炸。,20,148
BATIGOL927,2023-04-28 21:14:43,春节档之后第一次碰到满厅，喜剧氛围非常棒，范丞丞好讨喜，00后男演员里最喜欢的，所有的好资源赶紧砸他！,40,454
utism .,2023-04-29 21:00:01,笑点是过时的，质感是廉价的。,10,226
朝暮雪,2023-04-28 22:02:02,夏洛抢走了秋雅，袁华为了报复他和马冬梅结了婚，还和王老师做了同事，收了孟特娇做干儿子。,20,125
第七大陸,2023-04-28 20:47:51,是挺好笑的，拿着“数据”拍电影，每一脚都踏在“痛点”上，婚恋观的冲突+职场忙到死+社会爱比较，老人嘴里的成熟是适应社会规则，但社会规则就是好的吗？问题很尖锐，电影算是一碗鸡汤，年轻人的选择都藏在段子的笑声里了：不怕死楞头冲+我要辞职创业+寻找情绪价值。很简单的一件事，人生的路还不熟，其实也可以不用熟。,40,418
keo,2023-04-29 16:20:56,果然是个烂片。张某仪长得太怪异了，演什么都怪,10,224
南加州下暴雨,2023-04-29 14:55:04,太烂了，这男主是傻子吧,10,195
🌞🌈🐴,2023-04-28 21:48:22,在电影院笑得很开心，暂时忘记了生活中的烦恼，这就够了！,50,451
seamouse,2023-04-28 23:25:45,感觉像看了一场漫长的脱口秀，而自己还不是脱口秀观众。得承认有极个别桥段我还是在影院笑出了声，但远比不了大多时候的哄堂声浪。不停抖机灵的闹剧本领是有了，但拼接一块，就是段过眼即忘的时间，还不如有段子手的饭局来得解压。,20,214
lpu9,2023-04-28 21:47:06,易小星的喜剧还是有些品质保障的，马丽和乔杉的搭配不但突出了个人喜剧特点，也产生了一些有趣的化学反应，笑点很多而且不低俗，范丞丞比较惊喜，可塑性非常强，结尾有点泪点但是反思问题的立意不错，留给观众对生活和家人的思考，总的来说各方面恰到好处，解压放松挺合适的。,50,411
梦幻街少女,2023-04-29 23:43:09,还是常远最好笑 话说为什么把常远最好笑的镜头删了☹️,30,27
温岭阿浪,2023-04-28 21:03:55,"这部电影标志着易小星成为继开心麻花、大鹏之后的又一喜剧新力量。
本片情节不算复杂，一些反转虽然老套，套路也不难猜，但观看时依然能够触发观众的情绪波动。
本片善于将两件极为相似或极为相反的事物组合到一起，再加入一定的英式幽默，通过强烈对比带给观众欢笑与感动。
台词精辟，奇妙的比喻和少许金句肥瘦相间，组合起来恰到好处。
以往的喜剧都是尽量偏离现实，而近年来的喜剧则愈发植根于现实，往接地气的方向发展，追求与观众的共鸣。本片有热血、有反抗、有幽默，有感动，唯独没有拖沓，此外，怀旧的音乐也让观众心情舒畅。",40,429
Zack,2023-04-30 22:27:14,表面是公路片，实际是各种段子小品的串联组合。搞笑功能有，但后半部分稍显乏力，高潮事件的触发没有达到想象中的燃，甚至略显尴尬。——于深圳宝安，中影国际影城，with Miss 黄。,30,16
伦拾,2023-04-29 16:43:46,求你了易小星 不要再拍电影了 你说你明明不会你硬要一直拍他干嘛呢 拍个二十分钟一集的网络喜剧你没问题 但用大量的网络段子拼凑成一部100分钟的电影纯属超级加倍恶心人 全片就是东摘一段 西凑一截 把开心麻花那几位请过来 分成几个段落 每个段落安排一位进去 就像一部小品连续剧 整体串联下来完全不知所云 漏洞百出 所有人都在尬演 妄图让观众尬笑 但事实是如坐针毡 真笑不出来 这部比长空之王还过分 长空之王的导演也不怎么会拍电影 但能看出来他在努力的想要做好 易小星纯属故意恶心人 真他妈恶心。,10,234
WIKI魏,2023-04-28 20:49:31,人生苦短，笑是没有副作用的镇静剂，快乐是最有性价比的化妆品，高高兴兴比什么都强，跟谁较劲儿都是跟自己较劲儿。乔杉被准女婿范丞丞“冻在猪肉上”，这段太好笑了。打卡我可爱的马丽，霍梅梅，马冬梅，马丽这是跟“没”干上了呗。感慨“没有对比就没有伤害”，乔杉马丽都演爹演妈了，我还单着。感慨“为啥这个我都懂？”，老丈人看女婿，越看越生气；丈母娘看姑爷，越看越稀罕。“别针对小万”，一个姑爷半个儿。我居然能懂丈母娘的小心思。哭。,40,442
阿廖沙,2023-04-29 16:19:03,尴尬死了，好烂阿！六个编剧编出这么烂的东西！恶俗段子硬凑，三观被震碎，全体智障！还不如春晚小品，我刷一小时抖音不行吗！受老罪了！！@世纪虹旭,10,275
大泥,2023-05-01 17:00:49,厌蠢。男主简直不可原谅，看得我生理性厌恶。马丽出彩，只是善良得像个概念人物；花瓶角色很美，意料之中没有任何特色。差。,20,85
arrcmis,2023-04-28 20:48:41,典型的公路电影，没想到能这么好笑！各处的笑点都算是恰到好处，反正五一期间看还挺适合的，除了女性角色都是挂件的问题外，整体都还可以。,40,362
司远,2023-04-28 21:38:21,五一档看的第一部，实话实说全场坐满了大家笑得挺多，跟麻花一样都是大家笑，我实在不觉得哪里好笑。人物设定很模式化，男主这个角色95%的剧情都是一个智障，作为一个主要人物情绪爆发点非常刻意又偷懒地用打工人怒斥老板就想完成人物转变和升华继而去做下一个任务，很不负责任。母亲和女儿妥妥工具人，女儿是不是还没宠物露出画面多？父亲也是模版设定，对男主的怀疑不认可到认可的转变很生硬。不是演员的主责，是导演和剧作的问题。按三幕或者四幕写剧本ok的，天底下没啥新鲜事了，但在模板的骨架上应该长出属于你自己的血肉才是观众想看的。,20,185
安弋,2023-04-29 10:17:44,叫兽这么多年还是没有进步。前半段还比较轻松愉快，到后半段油耗子出来就越来越飞，完全控制不住。对职场压力的反抗、自我的突破，父女亲情啥都想来一点，但什么都讲不透，最后也没法收束在一起。父亲如果低到能随便把女儿男友送的求婚礼物摔碎，最后的和解无论如何也不会相信了。,20,87
梁久,2023-04-29 18:14:18,两星给马丽和张婧仪吧,20,69
小花妹妹,2023-04-28 23:03:12,看的这场人基本要坐满了，全程笑声感觉就没有停下来过，各种“打鸣”声🤣 特别喜欢周微雨家人相处的氛围，母亲和父亲对孩子的方式很有特点。万一帆作为一个老实的社畜为了女朋友而努力“讨好”岳父的样子也很真实了！范丞丞确实演技不错，完全没觉得作为爱豆演技尴尬，未来可期。公主也真的太美了，每一个镜头出来都要感叹一声，不愧是万一帆想娶的女人！最后要夸夸叫兽，能够从很小的角度出发，批判“油耗子”，揭露了卡车司机的不容易。,50,319
ibggvj,2023-04-30 16:55:16,也配和人在囧途比？我一拳一个蠢人和恋爱脑！,10,176
Christian,2023-04-28 20:58:47,广州点映，无厘头喜剧+温情。国内电影最成功莫过于是喜剧题材，总是能够轻松、不费劲地制造各种笑点，成为剧情的推动力，笑后又能伴随着深思。岳父女婿题材总是国内喜剧不可或缺的家庭普遍问题，因此也是让大家都共情的地方。我觉得无厘头荒诞喜剧最重要的是接地气，也正是如此，本片加入了各种人烟火气、热点问题，以及夸张的诙谐幽默。“对的永远都是对的”，这句不断出现的台词，到最后我们也能感受它没有那么浅显，生活一切都是最好的安排，这种宿命论贯穿着影片。总之你不需要要求太多，它就是让你觉得会有一种蠢得可爱的感受。,40,290
乐音飞扬,2023-05-04 08:59:30,看得我尴尬症和厌蠢症都犯了！,20,27
东门捷径小V,2023-04-28 22:23:59,同类主题里算做得真诚、轻盈而且有少年感的，喜剧包袱和小设计也密集到整个电影院从头到尾都充斥着如雷爆笑，几乎一抖一个响，全靠乔杉和马丽的节奏细节处理到位，巧妙的小反转也功不可没,40,105
蓝,2023-05-04 17:07:33,就真的挺烂的.什么年代了 居然还是十多年前的段子，把蠢当天真。,20,15
墨涅涅📚,2023-04-28 23:05:44,没抱多大希望。本着不知道看啥才看的，没想到却非常惊喜，让我笑的很彻底。,40,163
大宝魚,2023-05-02 19:23:34,易小星就像那种最爱蹭流量的营销号小编，今天看到年轻人整顿职场火了，明天刷到货车司机吃饭视频爆了，后天逛到游戏害人的话题有流量了，就把它们一股脑的塞到一部电影里面，也不管最核心的拜见岳父大人的故事有没有讲好，总之先把话题度拉满再说。一部表面上反映年轻人拒绝说教的电影里面居然安排了那么多说教的段落，再加上两位年轻主角一个人设毫不讨喜一个毫无存在感，看得真是让人着急上火脚趾抠地，易小星是对年轻人有什么误解吗，他难道觉得我们会喜欢这种又说教又算计年轻演员又无演技的春晚小品式电影吗。另外真想告诉韩寒没有沈腾的飞驰人生啥也不是，没必要把所有片子都搞成飞驰人生2，观众真的不爱看。,10,54
我是尾号2473,2023-04-29 00:01:02,还是一部故事给段子让位的小品电影…甚至都不是一部电影…是一个连续情景剧。,20,90
Cartman,2023-04-29 17:21:27,我错了，我不该来看这个大烂片…,10,233
白,2023-04-30 11:57:02,太好看了太好看了太好看了重要的事情说 三遍 本来就很喜欢公路电影  乔杉✖️范丞丞✖️马丽✖️张婧怡这组合也是意想不到的和谐很搭   看完后真的心情都好了  推荐推荐,50,89
obiwon,2023-05-05 14:25:03,这种只会靠卖“蠢”来制造笑料的“公路喜剧”，简直是在侮辱公路喜剧！,20,17
mdr skywalker,2023-05-02 14:23:09,相比大鹏的进步，易小星依然在拍自己的小品段子集。（5/10）,20,11
该南,2023-04-29 05:21:24,客观实话，导演很牛，第一次get到范cc的片。。不好笑你回来打我,50,114
居无间,2023-04-28 22:39:40,不断降低主角智商，以此为核心制造离谱的笑料。能看出主创的用力，但观影过程就是非常膈应。影片比较大的问题是，一切都围绕着制造咯吱人的笑料展开，不惜丢掉人物。明明是个现实题材，但片中的人物几乎都是悬浮的造作的，根本立不起来，除了乔衫饰演的岳父。,20,104
嫩只猪猪,2023-04-28 22:16:33,烂片标配易小星，范丞丞，乔杉……我还是太天真。,10,198
霜霜霜霜橙,2023-04-29 15:14:58,强行煽 没必要 一股爹味,10,157
晚不安,2023-04-30 00:48:34,《万万没想到》是屌丝向主流的妥协乃至谄媚，《沐浴之王》是对东北文化近乎无条件的臣服，到《人生路不熟》终于开始与开心麻花系合流——一个导演完全丧失自己的初衷和理想还是蛮可怕的。起码大鹏的喜剧在尝试对现实议题进行相对具体与深入的呈现，易小星则彻底满足于一些隔靴搔痒的刻板笑料，为年轻人搭建起一套伪反抗主义的图景，最后再进行一番近乎粗暴的情感绑架。无论喜剧技法还是创作理念都是过时乃至不堪的，这时候还挺庆幸白客现在已经脱离老友自由发展了。,10,88
迷蟲朋克,2023-04-28 22:59:35,"看完冷静了两个小时平复心情，然后洗澡的时候马丽老师那张充满神性的脸就在我脑海中无限放大（凝视）......救命我真的笑到快yue过去了，，我们厅周围几圈笑到中间已经完全没有形象了，都是着嗓子爆笑！因为完全不是靠梗，是这几个人随便说两句都笑鼠hhhh到后面乔杉头一转过来还没张口我就已经嘎出声！（好在不止我一个人笑点低）范丞丞真是我没有看错，他整个人的气质就是伪废柴养成系的主角脸！没有任何偶像包袱，给岳父倒茶，被小孩嫌弃，跟仪酱相处每一个部分都超级贴合角色，甚至比上次看他在恐怖片里演得更真实有魅力。
噢对！这是我第四次在影院看张婧仪啦><台词进步很多，中气足，脸蛋依旧那么漂亮。另外请导演把小情侣密室逃脱、洗狗狗、戴毛绒帽约会的恋爱片段放出来啊啊啊！你俩直接拍一部爱情番外又是另一种爆甜......",50,210
呵,2023-04-28 21:11:32,笑补货了家人们，万一帆灰溜溜的滚回车站的时候还有bgm大爷给他外放音乐，好心酸又好好笑啊哈哈哈,50,227
抖抖小鸡腿,2023-05-01 17:20:34,有人能给我报销电影票钱嘛？我想看喜剧不是看sb犯蠢啊，泰囧带起的喜剧这两年已经被嚯嚯的跟爱情电影一样成诈骗电影了，马丽沈腾成了喜剧电影幌子了。。。,10,46
夏夏,2023-05-02 00:19:38,看了电影 参加了映后见面会  笑点很密集 好笑的地方真的很好笑 现场观众反应很好 有笑有泪 剧情略简单吧 不笑的时候 有点容易出戏 但以货车司机为切入点 题材很新颖 选角到位   乔杉的现场反应很好 值得看吧,30,4
灬立花丶泷,2023-05-01 19:06:03,截止到现在院线看到的最烂的一部，全程喊口号加笑点尴尬，跟《保你平安》差了十万八千里。纯纯坐牢100分钟,10,54
肖战壁虎,2023-04-28 23:04:11,没笑没泪  和春晚小品一样尴尬抠脚,10,113
Dracarys,2023-04-30 20:36:56,厌蠢症和尴尬症犯了……完全笑不出来，喜剧片还是给喜剧演员演吧,10,101
,2023-04-30 23:13:28,"第一次觉得张婧仪的演技如此尴尬……(虽然她也没演过多少戏)
看完这部电影，没有什么感受，就好像没看过一样。题材和主旨很奇怪，太混杂。",20,70
AL Rorschach,2023-04-28 20:54:32,很好笑啊，本来这个班底不是很有期待，但是没想到居然这么大惊喜，不错的喜剧片,40,213
凭山不相逢,2023-04-28 20:08:31,除了马丽和张婧仪演的那个角色，感觉就没有正常人。万一帆那个智商一路惹事，看着人心烦，剧本就是一些低级的没什么内涵的巧合。乔杉演的那个角色，也有大病，打电话给公司说什么是岳父的时候我都快窒息了。,10,133
该南,2023-04-29 05:21:24,客观实话，导演很牛，第一次get到范cc的片。。不好笑你回来打我,50,114
西楼尘,2023-05-01 17:43:49,父亲会有一天发现，无论自己多么跋扈，只是不想女儿受伤害。男孩会有一天发现，无论自己多怕老虎，心中都会住着一只野兽。拥有父亲的身份是一种快乐，学会对父亲的身份放手才是一种修行。没有哪根绳子可以保护你，能保护你的只有自己。人生的路，就算导航失灵走了岔路，只要做正确的事，终会走回正途。,-t,9
迷蟲朋克,2023-04-28 22:59:35,"看完冷静了两个小时平复心情，然后洗澡的时候马丽老师那张充满神性的脸就在我脑海中无限放大（凝视）......救命我真的笑到快yue过去了，，我们厅周围几圈笑到中间已经完全没有形象了，都是着嗓子爆笑！因为完全不是靠梗，是这几个人随便说两句都笑鼠hhhh到后面乔杉头一转过来还没张口我就已经嘎出声！（好在不止我一个人笑点低）范丞丞真是我没有看错，他整个人的气质就是伪废柴养成系的主角脸！没有任何偶像包袱，给岳父倒茶，被小孩嫌弃，跟仪酱相处每一个部分都超级贴合角色，甚至比上次看他在恐怖片里演得更真实有魅力。
噢对！这是我第四次在影院看张婧仪啦><台词进步很多，中气足，脸蛋依旧那么漂亮。另外请导演把小情侣密室逃脱、洗狗狗、戴毛绒帽约会的恋爱片段放出来啊啊啊！你俩直接拍一部爱情番外又是另一种爆甜......",50,210
小仓流流流,2023-05-03 13:30:51,张婧仪好美但是台词过于生硬，范丞丞还行，但是最自然的还是乔杉马丽，anyway，笑得挺开心，所以给四星,40,22
,2023-04-30 23:13:28,"第一次觉得张婧仪的演技如此尴尬……(虽然她也没演过多少戏)
看完这部电影，没有什么感受，就好像没看过一样。题材和主旨很奇怪，太混杂。",20,70
豆友207087634,2023-04-29 06:43:09,比叫兽更拉的是逃税范的弟弟,10,126
𝓅𝓈𝓎𝒸𝒽𝑒,2023-05-01 19:33:12,挺好的，创下了一整部电影看完都没笑一次的纪录,10,25
世界需要我。,2023-04-29 13:32:21,MD，低级的喜剧手段,10,119
啾啾糖,2023-05-01 10:19:19,不好看，就是一些段子拼接，现在的喜剧都是咋回事啊,10,25
小小小纳,2023-05-02 07:43:20,就乐一乐，感觉散的我捧都捧不起来,20,18
