用户名,评论时间,评论内容,评分,赞同数
小齐于,2023-01-22 13:48:10,所有的问题都暴露而未得到解决，无论是重男轻女、东亚家庭pua、抑郁症、与世界和解，整体看来却那么空。我其实清楚内核是什么，但感觉在东亚教育视角下去评价，给小孩看不一定看得懂，给大人看又觉得过时了，或者说，却是成人早应清楚的道理。少功有过。如果情感落点在母女上会更好，我无法接受女主为挽救生人（还是男人！）而付出的结局。最后，视觉效果虽然惊艳，但大红大绿大蓝一叠又土得梦回《大圣归来》；男主丑得吓人，，原本以为海精灵已经很cult了，没想到男主才是最cult的。,20,1597
失信小狗,2023-01-22 21:01:26,什么时候国漫才明白讲好完整的故事才是最基础、最重要的？,20,1525
Lavender,2023-01-24 22:46:54,"前半段如坐针毡，令人出戏，人物扁平，情感生硬，后半段破题串伏笔还是略为惊艳，但前面太过拖沓，已经磨灭了人的耐心，显得后面的感动有些可笑。另外看到了许多宫崎骏动画的影子，只可惜画虎不成反类犬。
画面确实色彩绚丽，但支撑不了剧情，这部作品告诉我们，中国动画不缺技术，但缺好剧本打磨。",30,687
Severin-Z,2023-01-22 11:05:31,"看完前半段：我为什么要在大年初一的早上跑到影院来受刑
看完后半段：对不起我错了这是神作呜呜呜呜呜呜呜呜呜呜

P.S. 感谢邻座小姐姐递过来的纸巾[玫瑰]",40,954
the_vv,2023-01-22 19:06:01,吐槽的点太多了，父母离婚，父亲再婚被忽视的有抑郁症的女孩，被一个“小丑”拯救，干瘪瘪的几句空话，那个小丑能理解她被忽视 不被爱 的人生吗？轻飘飘的“未来会有光再等你” ，最后荧幕上，女孩和爸爸相亲相爱的画面让我觉得呕吐。我只希望她不要向外渴求光，拥抱自己。,20,1388
素狸狸的桔子,2023-01-22 22:33:23,"前一个多小时的填鸭只为了后面半小时的反转，半小时是很感人，但前面大半时间也太难熬了
鼓励四星",40,577
momo,2023-01-22 20:16:33,谁写的智障剧本 我建议给美术磕头,20,1279
咸蛋黄烧茄子,2023-01-22 13:30:42,"观感像是跟一堆剩菜一起在泔水桶里泡了一个小时然后被冲进油污滑腻的下水道里
剧情无病呻吟为了反转而反转
放在大年初一看也是真晦气",10,991
在雨中,2023-01-23 16:56:54,你们动画圈就没一个会写剧本的吗……,20,1009
结绿,2023-02-03 01:41:36,没看过观影过程如此折磨的影片，全程在好绚丽（色彩和视效）和好恶心（形象和故事）之间反复横跳，能感觉到创作者真是太自恋了，把很多自己碎片化的思考和感受塞进电影里。光顾着自我表达，根本没想好要给观众讲一个什么故事。中国电影人还是太TM好混了，敢这么玩弄投资人的真金白银和观众的期待，失望！愤怒！,20,532
黄克思,2023-01-22 14:53:37,"这下宫崎骏又伟大了。

一命换一命，把你救回原生家庭不要太谢谢我。",30,647
两个路障,2023-01-27 16:52:28,如果说阿凡达的视效是享受，深海的视效就是折磨。无法理解导演审美，全片都是调色盘打翻的程度，真的太过了，而且充斥着黏黏糊糊的类似呕吐物的东西，糊人一脸。80%的近景和特写，把所有的东西都怼在你眼前，毫无空间感，很多虚化和摇晃镜头，坐前排看会非常晕。故事上，前一个半小时不知所云，后半小时全力煽情，反转俗套，抑郁症只是设定，中间穿插几段奇怪的mv推进剧情，最后的感觉只有一个，我真的哭不出来…,20,566
马特,2023-02-04 12:19:31,并不太能相信一个说出“不买就不要碰”的人 会毫不犹豫地跳进汹涌里救人。因此也无法相信一个没有爱的世界里的无私的爱成立。,20,319
Luna,2023-01-31 08:47:15,精神污染的级别，全程痛苦面具。忍受40分钟后，感谢闺蜜理智带我逃离苦海，果断选择隔壁流浪地球2。,10,410
理智荔枝木,2023-01-23 19:18:58,暴发户一样的色彩,30,547
今天要开心,2023-01-25 09:10:22,毫无逻辑的故事发展+拙劣模仿的叙事结构+过度油腻的人物形象+混乱浅薄的主题探讨+自以为是的画面表现，不要拍了滚吧。我真的哭了，我真的太久没看过这么难看的电影，我凭什么大年初一花两个小时看这么一个电影啊我凭什么啊我真的要生气了，希望新的一年再也不要看到这么难看的电影i really wish，中国动画电影再这样下去的话就别拍了吧我真的报警了这种电影真的不是诈骗吗特效还挺好看的但是真的很难看我真的要生气了。,20,586
Mark,2023-02-05 13:52:08,中国人做动画就不能有一点自己的创意吗？剧情创意都可以抄袭宫崎骏的千与千寻，小女孩误入怪物世界，深海大饭店的光怪陆奇就是千与千寻的汤泉，海精灵就是无脸男，还参杂了大量恶俗的网络段子和没必要的慢镜头，还有吃鞋子，吐出粘液，亲痰盂等恶心恶俗的镜头。更别提完全没有宫崎骏的童心与善意，完全利用动画表达成人的视角与表达。立意与表达都完全输了，导演就不要再卖惨说电影被修改不让上映了，完全没有上映的必要。,20,297
社会观察家,2023-01-29 18:34:58,受苦难的女宝最后被丑男救赎  东亚女孩命怎么就这么惨,20,355
🫀Psyche,2023-01-31 23:25:46,作为青少年期就患上了重度抑郁，十年后确诊双向障碍，急性发作期有大量幻觉，不得不住院，使用过大量精神药物的亲历者，这个故事几乎原封不动地讲出了我的故事。为什么丧气鬼是红色的，因为在这个阶段会有很多自伤自残的行为。我高中差一点就跳楼死了，自己也不知道什么爬回来了，第二天发现另一个人从楼上跳下去了。作为幸存者的我，强烈地感知到自己的这条命是换回来的。这个片子共鸣太强了，后半段我几乎控制不住自己在影院嚎啕大哭，我们真的是用尽全力又足够幸运才活下来的啊！,50,466
BONE DD,2023-01-22 19:21:47,他妈的退钱！！！！！,10,720
_标本,2023-01-23 23:01:39,还原创，故事一看就东拼西凑的。选了杜比还起个大早，结果说实话不是美术风格技术创新这片连及格都困难。又臭又长的前2/3怎么会有人对标宫崎骏？画面台词太满太直白，心理活动全靠画外音，中式含蓄呢？老爷子才不会出现量大又没意义的废话且节奏把控堪称精绝。全片心理动机转折太生硬，少点插科打诨多点空镜或情绪特写我都算你导演至少有点基本功。整个片《千与千寻》《哈尔的移动城堡》即视感太强，桑拿屋+城堡变大饭店，无脸怪变海精灵+丧气怪，煤球精灵变海獭，白龙变中年男，千寻沉默寡言敏感细腻的小孩，变成前期“我不听我不听”天天闯祸不知悔改《EVA》碇真嗣一样的女主。最后还消费一把抑郁症，哪个抑郁症患者的幻想这么光污染的？台本重复率太高，女主每说一次“找妈妈”我都想进屏幕把她摁死。有微信的21世纪，找妈妈请打110。,20,617
Gabriel,2023-01-30 06:23:36,"为什么？为什么《深海》评分才7.3啊？我不明白。这视效可以说没有任何动画可以比，顶级，剧情也非常牛逼，结构巧妙，很多隐喻一点都不晦涩。画面不止好看，还做到了把情绪和感觉可视化，让观众感同身受。这么屌的动画居然不给10分？

不是说十个人里七个抑郁吗？没道理这么多人共情不到啊，男主看起来是个救赎者，其实他也一直在压抑自己，不然不会看出女主的笑不是真的，因为他自己也是一样，所以他才希望女主的每个笑都是发自内心。这句话也是他想对自己说的。

新年看这个片真的太治愈了好吗？如果我们都是参宿，那《深海》就是我们的南河。

在此希望所有抑郁症和讨好型人格的朋友，不要怕，想哭就哭，想笑就笑，并且每一个笑，都是发自内心，真正的笑。",50,603
Blanchot,2023-02-02 18:15:31,不伦不类，微博上有人说这是“一坨色彩斑斓的屎”，没有比这更形象的了。,20,285
纵身,2023-01-26 10:42:18,"二十多年来第一次在电影院里差点哭晕过去，泪眼模糊，鼻子通红，眼镜哭花，纸巾用尽。

我们要写梦境 ，不能只写虚幻与漂浮，要写奔腾的浪，要写海浪下奇幻的光，要写海底晃动着的光怪陆离的世界，要写荒诞不经的船长。

我们要写抑郁症儿童，不能只写悲伤。要写他们悲伤之下的仍旧强颜欢笑，要写他们被悲伤吞没的的黑暗世界，要写他们每时每刻的战战兢兢，要写他们冲向光亮时的抽丝剥茧血肉横飞。

我们要写落魄的普通人，不能只写普通，要写被生活所迫变得他们的尖锐和势力，要写他们面对危险时慌张无措但仍旧舍己救人，要写他们在逆境时拼尽全身解数的坚持，要写他们才情满怀只是无人发现 ，要写他们有滚烫的心，也是照亮他人的光。

所以我们看深海，不能只看到它是一个抑郁症小孩被救赎的故事，它是是一部悲伤至极现实故事。",50,501
EAZIN,2023-01-29 00:30:40,视效无敌，但表故事不成立，情绪表达和真相揭晓都太过直给，我理解这个故事是只呈现给有缘人的私人表达，所以好遗憾，我和这个故事少了一点缘分,30,457
安托万的造梦机,2023-01-22 11:22:03,光是3D制作就足以满分了，绚丽的场景和细节的刻画都很好。母女共生幻想本质上还是因原生家庭破裂的遗憾而产生的心理补偿机制；笛卡尔、《少年派》式的幻想&现实双重叙事显然是神话的建构，真实的结局往往是黑色的。献给走过漫长黑夜的自己。,50,755
大宝魚,2023-01-29 17:37:27,能理解主创想要构建一个爱丽丝梦游仙境式的世界的意图，但是对恶趣味的放纵（鱼头鱼脑的食客与令人作呕的食物）和对技术盲目的追求（不可描述的海精灵和黏黏糊糊的丧气鬼）让电影在视觉上显得不伦不类。粒子水墨出现的段落诚然赏心悦目，但没有真正地融入叙事，海獭抑或是海象的处境也是如此，远没有神偷奶爸里的小黄人那么令人印象深刻。单就故事而言，以小女孩找妈妈为动机让人实在提不起兴致，南河这个男性角色在绝大多数时间完全不讨喜，最后的反转也十分苍白无力，说难听点就是为了催泪而催泪，相当的生硬和算计。希望导演尽快从多即是美、大即是好的思维中解脱出来，把想法一股脑儿地堆给观众，只会像片中的创意菜一样，让人难以下咽、消化不良。,30,302
云妮洛普,2023-01-22 19:37:40,导演，要坚持下去啊！！！,50,553
爱须皮耶尔,2023-01-29 22:35:19,没看哭的人一定过得很幸福。,50,340
加可加可几点钟,2023-01-26 23:07:21,至少有一位中国导演在尝试自我表达，动画是表现形式，服务于自我叙事。（我相信导演知道怎么做可以商业化成功，片中也有很多镜头在做折中处理，尽可能折腰，至少他在尝试不给观众喂猪食,50,413
小小朱尤莉亚,2023-01-23 13:25:48,"#水之道8分深海只有7.6我不服 某瓣评分崇洋媚外实锤
写在前面：如果你只想过年图个乐呵，那我劝你别去，不然就会像某瓣上某些脑残恶评说看了两个小时的晦气。
这是一部献给抑郁症患者的电影，扩大点范围来说，是献给所有有抑郁情绪的成人的电影。不适合带小朋友，小朋友也看不懂。硬伤没什么好赘述，能改进的地方确实还有很多，但不能掩盖精美的画面、工整的故事以及温暖的内核。田导潜心七年讲述了一个他想说的故事，这故事不是商业化的，无法讨好大多数观众的口味，只能抚慰一小部分人的心灵。比如最后在电影院哭成🐶的我~
我既希望所有参宿能有一个南河，又不希望参宿们必须经历南河之后才走向坚强。不要贪恋内心的色彩斑斓，外面的世界虽然灰暗，但总有一束光能照耀进来。
致敬所有走过长夜的我们[爱心]",50,379
钰钰怪,2023-01-24 19:54:35,发出来不怕被别人踩。女主被妈妈抛弃，那为什么妈妈这种独立女性非得等到孩子跳海才回来陪伴呢，为什么不把女主带走呢？中间那段描写后妈和重男轻女的，真的超级恶臭。连妈妈这种x色体都不girls help girls，还要指望一个八杆子打不着的y色体小丑来拯救自己，果然墓妊总想着y色体来接盘，差评了。,10,552
夔宁,2023-01-22 11:47:51,这部片子是我唯一一个不知道该怎么评价的片子。很吃受众，也极有可能很两极分化。画面做的很好，剧情也不错，可能跟个人经历以及共情能力有关。我从前面眼泪就有点控制不住，不知道具体是什么点，就是眼泪一直掉。到后面有点泪失禁了，哭了半卷纸，哭的我脑子疼。觉得这部片子对于我来说是很值得看的，虽然排片真的很少。但我可能不敢二刷了，带来的后劲太足了。,50,569
林哲_林哲,2023-03-29 23:06:32,一坨五颜六色的屎,10,156
Moran_,2023-01-23 15:50:35,能不能花动画十分之一的钱找个读过书的编剧？,30,594
🐼,2023-01-29 00:47:21,大家为什么不愿意对深海多些宽容，至少并没有你们说得这么差劲，这甚至是我进电影院以来看过的最好的国产动画，从画面到立意再到叙述方式，前面根本就不会沉闷，你需要看进去就会了解女孩的心思。,50,336
桑瑜菲晚,2023-02-09 22:33:12,这不是春节档最好的电影吗,50,216
文森特九六,2023-01-22 11:34:29,一部在并不成功的动画演出新技术实验和急于使用种种精神心理疾病的经典案例符号进行具象化诠释扣题之间迷失了根基的遗憾之作，一切皆为服务于叙事，然而“讲好一个故事”恰恰是本片最为缺失的致命一环。无论是A故事还是B故事，人物之间情感关系的起承转合都是十分残缺和莫名的，核心问题在于谜底的揭开被放置于视觉高潮之后，因此真正的情感高潮也被滞后，于是本身就并不完备的角色以及随之产生的唐突弧光所造就的奇观就显得非常扁平和乏味，然而当情感高潮来临却又仍要坚持继续捆绑着先前情节上已然破碎和失真的人物羁绊而使得全片陷入了硬性煽情的尴尬境地。对片中所提及的相关人群当然值得关怀，也相信部分观众是真心有所共情共振，但很难不想到庵野秀明与EVA之间的对抗和疗伤，可能田晓鹏也在本片中治愈着自己，只是他或许仅做到了同自己和解。,20,514
Azul7,2023-01-29 19:11:18,我第一次觉得这分是因为大家对国产动漫太宽容，狗屎，一坨狗屎。,10,350
南音,2023-02-07 18:13:05,我完全不觉得故事没讲明白，他从海里救下了参宿，讲了很多故事激起我的求生欲，后来终于有船经过，可是在这最后的的时刻我再也坚持不住了，他再次救下了我，可他却再没能回来，再失去他之后，在生死夹缝之间，我做了一个梦，梦里他的故事成真了，我的负面情绪变成了丧气鬼，我的欲望变成了海精灵，开始我的海精灵代表着找妈妈，可是后来为什么海精灵会变成代表南河?在深海之眼的最后我鼓起勇气突破了丧气鬼的束缚，可是南河还是消失了，化成了彩色的碎屑，我终于想起来了，为什么在梦里本来是妈妈的海精灵，却变成了南河的海精灵，因为我的欲望改变了，“我想要南河回来”,50,215
Maki,2023-01-29 13:11:52,"如果可以打0星的话……吵，满格彩色，哈尔的移动城堡，千寻给河神洗澡，艾莎公主找妈妈……后半程看出来是精神病的自我世界，为赋新词强说愁！不给我退钱真的很难不生气！",10,244
一灯,2023-01-22 11:08:44,少女参宿的奇幻漂流,40,478
ミドリの空,2023-01-24 18:02:44,当理解到这一切都是幻想时就猜到了。评论里好多理性人来分析剧情抨击画面，可是这部片就是试图用高饱和与混乱的深海将梦的超现实表现出来啊。应该早些注意到的，参宿四、南河三，以及在分割着二者的银河中的天狼，某种冬夜的暗喻。潜意识里塑造的女性都具有着母亲的特质，而男性的丑恶、理性和趋利都是对现实的反应。南河作为长发男或许也中和混杂了某些性别气质，很有意思。只是真正的患者是能够自洽的吗？梦中真的能自我救赎吗？我想能拍到这步的导演应当是没能扭过审查大爹的意见吧。很可惜，梦醒后又是一个破碎灰暗的现实。散场后也是。,40,464
沸海鲸歌,2023-04-02 20:19:17,我像被五彩斑斓的大鼻涕甩了一身，然后被扔进花花绿绿的危化品废水池泡了两个小时。,20,118
浮游剑鱼,2023-02-05 17:04:48,里边的角色仿佛都得了狂躁症、多动症般浮夸、变形；美术，想做成极繁主义般绚烂目不暇接，实则湿答答、黏糊糊、脏兮兮、光污染且拥挤到令人窒息、反感。但这些都不是我最讨厌的。讲好了故事比什么都重要。“吃了题材的亏”是某些常用说辞，然而题材能代表什么呢？剧情和人物刻画恰恰是深海最薄弱的一环。脸谱化、刻版化、套路化等通病一个不落下。不好看，不推荐。,20,237
飞行员大副,2023-01-26 19:06:36,片子没有戳到我的泪点，对于南河被献祭，我不是感动，是感到可怜。跳出来看，你会为了一个抑郁症小女孩去牺牲一个为了生活努力打拼的年轻人吗？,30,359
一只空气炸鸡腿,2023-03-31 20:58:46,导演要是嫌钱太多，可以把做特效的钱拿出来请个会讲故事的编剧，动不动就要画面推进剧情是怎么回事？整个故事莫名其妙，人物行为毫无动机，想模仿千与千寻和炒网络爆梗的心太明显了，仿佛在看干与干寸，导演别卖惨了，这片子能有这票房还是还惨，那其他电影都惨死了,20,108
偏执的猫,2023-01-31 00:35:38,满江红罪加一等,50,229
